date,Eisenstadt (Stadt),Rust (Stadt),Eisenstadt-Umgebung,Güssing,Jennersdorf,Mattersburg,Neusiedl am See,Oberpullendorf,Oberwart,Klagenfurt (Stadt),Villach (Stadt),Hermagor,Klagenfurt Land,Sankt Veit an der Glan,Spittal an der Drau,Villach Land,Völkermarkt,Wolfsberg,Feldkirchen,Krems an der Donau,Sankt Pölten (Stadt),Waidhofen an der Ybbs (Stadt),Wiener Neustadt (Stadt),Amstetten,Baden,Bruck an der Leitha,Gänserndorf,Gmünd,Hollabrunn,Horn,Korneuburg,Krems (Land),Lilienfeld,Melk,Mistelbach,Mödling,Neunkirchen,Sankt Pölten (Land),Scheibbs,Tulln,Waidhofen an der Thaya,Wiener Neustadt (Land),Zwettl,Linz (Stadt),Steyr (Stadt),Wels (Stadt),Braunau am Inn,Eferding,Freistadt,Gmunden,Grieskirchen,Kirchdorf an der Krems,Linz-Land,Perg,Ried im Innkreis,Rohrbach,Schärding,Steyr-Land,Urfahr-Umgebung,Vöcklabruck,Wels-Land,Salzburg (Stadt),Hallein,Salzburg-Umgebung,Sankt Johann im Pongau,Tamsweg,Zell am See,Graz (Stadt),Deutschlandsberg,Graz-Umgebung,Leibnitz,Leoben,Liezen,Murau,Voitsberg,Weiz,Murtal,Bruck-Mürzzuschlag,Hartberg-Fürstenfeld,Südoststeiermark,Innsbruck-Stadt,Imst,Innsbruck-Land,Kitzbühel,Kufstein,Landeck,Lienz,Reutte,Schwaz,Bludenz,Bregenz,Dornbirn,Feldkirch,Wien-Innere Stadt,Wien-Leopoldstadt,Wien-Landstraße,Wien-Wieden,Wien-Margareten,Wien-Mariahilf,Wien-Neubau,Wien-Josefstadt,Wien-Alsergrund,Wien-Favoriten,Wien-Simmering,Wien-Meidling,Wien-Hietzing,Wien-Penzing,Wien-Rudolfsheim-Fünfhaus,Wien-Ottakring,Wien-Hernals,Wien-Währing,Wien-Döbling,Wien-Brigittenau,Wien-Floridsdorf,Wien-Donaustadt,Wien-Liesing
2021/07/11,7452,1050,22929,13287,8051,19411,29776,19997,26542,46405,26110,7465,28256,24904,27992,27294,17077,20458,12312,10948,24603,4579,16571,45296,62409,46889,46180,15590,25235,14791,43877,25842,10638,32289,37015,59297,36892,58922,14955,51402,11392,31209,16798,79909,15090,21259,37073,13499,26560,41571,25687,22766,61293,25834,25534,22963,22045,25691,38786,49904,29062,62695,22995,61998,35934,8629,39188,110602,23664,64261,28926,26126,30035,11621,20220,33702,29197,44648,35281,34532,52227,22985,76708,22223,38097,18004,19849,13794,49707,28061,62489,42544,48583,7951,39927,38502,14318,19966,13979,14634,11337,19146,67173,35140,33862,26477,39634,25019,36883,21686,23338,33629,27762,67114,82326,48034
2021/07/27,8265,1129,25778,14689,9293,22005,32938,22026,29280,51445,29874,8538,31124,28639,32772,30715,19740,24448,13828,13305,29250,5380,21333,55272,77102,57892,58405,19073,29851,17711,53799,31442,12465,38101,45029,70988,44484,70391,18286,61253,13313,39039,20285,97647,17599,25299,43294,15490,31226,48787,29618,26447,72779,30991,29313,26136,25740,29199,45115,58773,34033,75064,27835,75008,41944,9890,46691,130055,28047,76295,39276,30576,35586,13884,23888,40592,34503,51986,41719,40652,61916,27612,91026,28226,47482,21270,22421,15935,50528,35461,74441,50056,60309,8926,48512,46749,17268,25012,17018,17718,13462,22907,81945,42876,41384,30304,46713,31192,44744,26069,27643,39181,34634,80595,98724,56468
2021/07/28,8378,1147,26084,14781,9379,22197,33627,22293,29443,51764,30022,8637,31327,28853,32924,30889,19886,24559,13904,13509,29617,5437,21669,55892,77713,58697,59339,19380,30191,18004,54471,31870,12710,38559,45571,71785,45072,71231,18549,61605,13607,39606,20419,99711,17989,25673,43874,15744,31741,49368,29888,26769,74181,31349,29760,26420,26307,29671,45909,59813,34502,75632,28059,75600,42273,9934,47013,131862,28455,77309,39945,30998,36077,14040,24154,41225,35004,52693,42338,41280,62254,27912,91560,28456,47595,21362,22454,15998,50603,35489,74509,50096,60441,9012,49077,47334,17450,25327,17205,17920,13576,23180,82983,43364,41932,30509,47196,31603,45238,26366,27945,39571,35071,81544,99889,57084
2021/07/29,8557,1154,26513,14958,9479,22738,34346,22536,29975,52051,30208,8692,31460,28999,33068,31007,20013,24678,14047,13570,29656,5441,21704,55950,78398,58800,59495,19432,30249,18158,54551,32027,12722,38631,45712,72007,45119,71355,18609,61799,13646,39655,20528,102078,18299,25920,44823,15898,31865,50191,30068,27401,75604,31852,29905,26543,26535,30037,46417,60628,34818,76469,28291,76282,42441,10120,47316,132733,28632,77902,40262,31330,36339,14128,24513,41617,35317,53039,42642,41767,62962,28331,92157,29261,48099,21719,22613,16123,50653,35512,74535,50110,60472,9064,49642,47856,17612,25611,17368,18079,13702,23412,83845,43843,42357,30718,47582,31963,45693,26610,28195,39855,35507,82415,100949,57563
2021/07/30,8628,1161,26782,15174,9716,23111,34721,22915,30582,52791,30650,8797,31851,29258,33473,31429,20305,25154,14234,13617,30078,5464,22015,56196,78749,59079,59835,19496,30341,18223,54874,32155,12778,38790,45978,72297,45479,72159,18685,62451,13719,40057,20819,103177,18324,26045,45553,16092,32597,50888,30320,27832,76038,32455,30532,26591,27351,30102,46931,61608,34962,77475,28419,77157,42856,10296,47566,134308,28895,78624,40765,31632,36618,14312,24705,41893,35559,53324,43202,42156,63384,29535,93281,29684,49513,22600,23164,16643,50811,35536,74567,50141,60503,9114,50233,48360,17777,25901,17533,18241,13831,23624,84879,44393,42873,30975,48058,32362,46208,26900,28459,40272,35963,83496,102245,58200
2021/07/31,8789,1220,27254,15277,9755,23272,35227,23032,30845,53257,30963,8887,32087,29446,33964,31735,20597,25758,14352,13774,30372,5505,22149,56908,79698,59808,60649,19587,30392,18280,55542,32491,13037,39193,46501,73059,45843,72939,19066,63224,13935,40264,21106,103891,18336,26087,45598,16112,32688,50957,30341,27856,76256,33030,30543,26644,27355,30126,47326,61647,35000,77488,28427,77191,43036,10503,47757,134961,28986,78877,41015,31700,36719,14394,24786,42000,35624,53452,43387,42432,63993,29545,93748,29758,50893,22602,23217,16645,50839,35722,74604,50169,60561,9148,50593,48738,17891,26107,17639,18360,13936,23786,85656,44848,43253,31176,48429,32665,46578,27159,28653,40565,36303,84311,103207,58697
2021/08/01,8800,1220,27278,15288,9760,23300,35274,23037,30853,54004,31426,8983,32446,29633,34327,32045,20818,26076,14510,13933,30615,5564,22279,57579,80519,60453,61410,19899,30944,18386,56192,32823,13073,39445,47080,73909,46132,73572,19154,64010,13992,40481,21172,103898,18343,26090,45599,16120,32689,50964,30343,27858,76260,33035,30545,26660,27357,30129,47329,61649,35000,77494,28431,77196,43039,10503,47894,135012,28993,78890,41029,31705,36735,14395,24787,42004,35626,53458,43400,42455,64600,30190,94599,29868,52156,23226,23606,17098,51046,35726,74608,50170,60563,9185,50874,49031,17995,26268,17732,18456,14020,23912,86185,45135,43506,31362,48752,32865,46832,27348,28832,40827,36538,84845,103926,59162
2021/08/02,8809,1220,27310,15373,9799,23329,35355,23145,30955,54111,31479,9014,32498,29737,34381,32102,20860,26112,14536,13964,30721,5579,22376,57657,80647,60605,61618,19954,30994,18410,56336,32914,13096,39521,47141,74056,46402,73905,19201,64144,14019,40633,21193,104151,18834,26145,45640,16128,32711,51007,30390,27890,76570,33088,30564,26682,27372,30612,47368,61746,35068,78038,28499,77757,43095,10543,48033,136525,29227,79577,41271,31924,37148,14533,25095,42412,35858,53892,43757,42759,64687,30231,94723,29903,52220,23334,23628,17106,51081,35728,74620,50177,60574,9250,51488,49552,18166,26562,17917,18654,14136,24111,87171,45656,43987,31595,49151,33287,47321,27582,29031,41145,36997,85660,104958,59634
2021/08/03,8823,1224,27411,15493,9848,23471,35539,23386,31209,54240,31577,9050,32561,29882,34513,32217,20891,26148,14567,14118,30764,5635,22727,58309,81045,61338,62446,20236,31439,18660,57016,33331,13125,39872,47670,74630,46953,74251,19449,64768,14084,41142,21515,104690,18948,26496,46333,16233,33167,51570,30886,27927,77186,33577,30676,26803,27765,30891,47569,61998,35623,78596,28598,78295,43272,10561,48158,138682,29602,80435,41722,32181,37509,14706,25354,42818,36168,54329,44177,43173,65238,30331,95320,29953,52298,23357,23642,17312,51170,35747,74660,50223,60675,9298,51954,50030,18307,26862,18065,18837,14243,24313,88109,46204,44425,31763,49592,33659,47815,27846,29259,41475,37417,86560,105995,60156
2021/08/04,8881,1227,27535,15630,9959,23578,35697,23422,31258,54348,31670,9069,32621,29979,34622,32320,20978,26198,14600,14240,30812,5645,23088,58379,81542,61991,63162,20468,31832,18911,57638,33632,13334,39996,48177,75232,47474,74526,19687,64990,14337,41661,21629,106334,18988,26886,46651,16337,33639,52011,31395,28031,78319,34109,31072,27565,27991,31041,48101,63302,35990,79081,28838,78775,43546,10700,48241,140638,30064,81840,42329,32482,37745,14820,25623,43369,36531,55011,44661,43559,65676,30368,95869,30087,52411,23374,23667,17331,51253,35815,74710,50269,60768,9347,52439,50482,18460,27106,18206,18990,14352,24501,89106,46704,44885,31955,50057,34057,48302,28098,29483,41776,37785,87448,106908,60666
2021/08/05,8889,1229,27561,15645,9975,23595,35733,23438,31273,54474,31794,9094,32699,30043,34719,32409,21022,26245,14658,14287,30850,5652,23140,58475,82370,62388,63810,20647,32160,18977,58083,33774,13349,40124,48614,75821,47964,74714,19778,65319,14545,41835,21733,107766,19261,27325,46945,16576,33763,52413,31823,28882,79415,34559,31404,27993,28116,31583,48529,63953,36541,79586,28911,79286,43698,10710,48623,141773,30321,82639,42760,32745,37991,14913,25793,43630,36854,55336,45042,43901,66827,30499,96874,30173,52865,23523,23710,17362,51455,35860,74748,50280,60796,9415,52863,50935,18603,27362,18328,19119,14439,24661,89969,47185,45308,32098,50378,34375,48700,28311,29659,42003,38127,88157,107843,61164
2021/08/06,9029,1247,27898,15867,10095,23997,36259,23845,31826,54520,31963,9115,32733,30103,34796,32516,21087,26330,14699,14321,31216,5665,23388,58696,83297,62649,64033,20776,32287,19118,58293,33862,13433,40243,48754,76155,48251,75539,19890,65922,14596,42236,21976,108569,19269,27656,47311,16659,34289,52552,31919,29159,79673,35004,31694,28058,28265,31604,48992,64550,36811,79846,28957,79536,43849,10751,48783,144252,30511,83424,43390,33056,38384,15067,26126,43970,37126,55730,45460,44381,67222,30672,97190,31615,54747,24144,24094,17808,51580,35877,74891,50332,60832,9449,53353,51320,18725,27612,18464,19235,14536,24826,90920,47705,45751,32344,50783,34712,49095,28537,29886,42335,38481,88904,108932,61686
2021/08/07,9031,1249,27917,15915,10105,24018,36271,23847,31838,55106,32511,9194,33009,30343,35199,32859,21288,26738,14819,14360,31413,5728,23688,59199,83867,62738,64072,20776,32304,19122,58389,33975,13481,40483,48778,76503,48395,75962,19941,66081,14603,42620,21993,109333,19275,27696,47324,16673,34435,52564,31932,29169,79844,35256,31702,28235,28277,31612,49144,64603,36860,79892,29060,79655,43858,10753,48794,145571,30646,83932,43524,33184,38634,15159,26195,44231,37274,55990,45677,44617,67818,31563,98343,32438,55406,24877,24101,17813,51643,35895,74990,50365,60866,9471,53644,51603,18800,27801,18549,19311,14589,24940,91565,48050,46013,32465,51074,34944,49380,28687,30017,42523,38740,89560,109697,62078
2021/08/08,9202,1259,28318,16259,10230,24461,36898,24291,32523,55778,32834,9264,33358,30933,35575,33091,21465,26937,15027,14495,31585,5750,23811,59571,84477,63273,64724,20778,32392,19164,58856,34223,13528,40676,49226,77165,48640,76531,20013,66650,14604,42785,22003,109342,19275,27699,47335,16674,34437,52568,31935,29170,79849,35257,31704,28236,28278,31615,49148,64611,36860,79905,29062,79755,43861,10755,48799,145634,30652,83936,43543,33208,38637,15165,26197,44285,37282,55999,45717,44634,68306,31748,98773,33057,56133,24885,24104,17932,51901,35897,74995,50366,60872,9495,53865,51841,18869,27953,18610,19364,14628,25038,92128,48415,46272,32599,51314,35134,49647,28830,30164,42717,38964,90087,110432,62388
2021/08/09,9211,1261,28341,16267,10231,24479,36915,24296,32547,55860,32855,9294,33424,31010,35652,33161,21505,26983,15052,14507,31604,5755,23846,59614,84559,63330,64793,20787,32407,19175,58892,34237,13542,40694,49253,77261,48684,76602,20027,66698,14614,42806,22016,109545,19405,27751,47377,16682,34455,52598,31988,29191,79968,35287,32001,28268,28306,31730,49206,64706,36896,80311,29136,80059,43904,10781,48847,145995,30671,84135,43558,33266,38655,15199,26285,44414,37308,56010,45739,44654,68709,31769,99104,33101,56183,24912,24119,17938,51953,35907,75003,50372,60883,9543,54230,52173,18994,28225,18721,19465,14707,25222,92933,48791,46662,32779,51641,35451,50002,29059,30325,42984,39317,90805,111175,62747
2021/08/10,9240,1261,28374,16270,10248,24522,36953,24321,32557,55950,32915,9330,33455,31050,35766,33224,21536,27036,15076,14629,31642,5769,24192,59676,84890,63954,65470,21091,32797,19392,59466,34516,13565,41004,49713,77724,49064,76801,20298,66930,14705,43324,22279,110047,19654,28083,47757,16932,34662,53081,32360,29240,80601,35593,32167,28381,28468,31925,49333,65105,37281,80812,29224,80370,44136,10939,48927,149348,31298,85798,44513,33789,39132,15379,26791,45172,37889,56745,46420,45256,69675,31810,100014,33124,56232,24963,24130,17948,52019,35915,75026,50382,60900,9570,54593,52525,19077,28414,18821,19550,14791,25375,93566,49114,47030,32974,51954,35703,50321,29240,30488,43230,39625,91310,111792,63185
2021/08/11,9245,1261,28398,16306,10349,24555,37008,24327,32576,56049,32980,9385,33522,31129,35847,33304,21611,27057,15103,14790,31694,5772,24526,59728,85317,64680,66146,21362,33127,19621,60019,34774,13753,41150,50358,78395,49458,77052,20468,67139,14985,43776,22375,110919,19749,28392,47982,17172,35015,53644,32486,29463,80995,35888,32454,28533,28943,32080,49795,66072,37698,81032,29379,80628,44339,10965,49051,152030,31873,87153,45307,34232,39595,15624,27090,46036,38298,57629,47043,45847,70346,31854,100682,33664,56291,24974,24161,17962,52135,36132,75248,50485,61096,9594,54855,52810,19146,28593,18915,19647,14863,25488,94196,49422,47296,33093,52169,35953,50583,29373,30610,43414,39845,91810,112332,63454
2021/08/12,9257,1262,28420,16316,10366,24564,37048,24343,32596,56169,33057,9416,33563,31184,35981,33393,21643,27115,15196,14827,31718,5775,24608,59787,86078,65005,66698,21433,33424,19695,60455,34854,13786,41234,50866,78993,49794,77177,20502,67357,15168,43916,22465,111460,19843,28617,48160,17304,35117,54422,32834,29627,81388,36082,32612,28613,29078,32407,49938,66778,37910,81288,29448,80886,44396,11038,49369,154200,32211,87947,45817,34553,40240,15740,27366,46389,38832,58133,47594,46198,71205,31883,101476,33704,56423,25024,24170,17979,52156,36274,75527,50561,61275,9623,55144,53025,19239,28740,18981,19723,14919,25578,94784,49719,47553,33205,52398,36152,50864,29533,30725,43584,40091,92275,112877,63741
2021/08/13,9263,1262,28435,16322,10377,24574,37074,24360,32608,56276,33233,9446,33621,31235,36080,33524,21691,27188,15237,14857,32055,5780,24628,59827,86710,65218,66789,21501,33484,19850,60621,34927,13837,41339,50927,79260,49842,77819,20560,67966,15202,43984,22674,111778,19858,28936,48375,17465,35363,54764,33089,29737,81632,36301,32763,28701,29239,32503,50106,67599,38228,81615,29642,81115,44578,11070,49585,155577,32398,88203,46068,34835,40557,15881,27458,46750,39159,58440,47789,46477,71776,32243,102037,33760,56493,25073,24394,17993,52305,36466,75626,50703,61424,9645,55372,53259,19309,28867,19043,19800,14963,25657,95401,50017,47812,33318,52622,36335,51122,29679,30842,43722,40323,92750,113310,64016
2021/08/14,9410,1284,28772,16553,10496,24949,37558,24712,33124,56354,33301,9459,33658,31249,36172,33568,21702,27215,15254,14890,32385,5825,24924,60246,86893,65252,66808,21501,33494,19861,60693,35029,13917,41756,50947,79400,49905,78433,20650,68120,15204,44369,22685,111985,19866,28978,48412,17479,35407,54767,33256,29757,81732,36422,32787,28703,29383,32554,50166,67625,38262,81625,29688,81154,44583,11072,49599,155633,32404,88292,46159,34843,40611,15883,27461,46899,39212,58472,47821,46679,72115,32246,102400,33821,56879,25075,24396,18007,52391,36498,75743,50872,61544,9650,55402,53289,19315,28886,19052,19818,14972,25670,95439,50048,47832,33332,52655,36360,51156,29695,30853,43743,40353,92799,113346,64048
2021/08/15,9521,1294,29039,16680,10557,25176,37998,25002,33587,56715,33398,9475,33817,31303,36222,33652,21789,27258,15307,14892,32392,5838,24931,60518,87339,65316,66819,21502,33516,19867,60780,35031,13918,41805,50951,79613,49914,78550,20688,68488,15206,44414,22687,111995,19866,28981,48414,17480,35408,54769,33257,29758,81735,36427,32789,28704,29384,32554,50167,67635,38292,81649,29703,81203,44583,11072,49602,155647,32404,88295,46161,34846,40625,15885,27464,46949,39212,58520,47849,46730,72626,32354,103273,33830,56916,25088,24401,18009,52418,36523,75805,50924,61611,9652,55405,53297,19317,28889,19058,19822,14973,25676,95455,50053,47840,33334,52662,36371,51164,29696,30862,43748,40354,92806,113353,64057
2021/08/16,9528,1294,29073,16691,10565,25198,38016,25013,33618,56767,33421,9489,33850,31343,36254,33676,21878,27284,15320,14905,32421,5839,24957,60577,87424,65380,66903,21531,33542,19898,60843,35044,13934,41846,51002,79678,49964,78640,20728,68535,15225,44442,22699,112089,19933,29008,48468,17485,35425,54799,33312,29785,81782,36459,32893,28751,29402,32618,50221,67697,38311,81867,29754,81364,44619,11085,49699,158843,32830,89677,46660,35239,40953,16003,27923,47715,39680,59085,48425,47281,72981,32381,103586,33858,56948,25112,24406,18026,52456,36526,75812,50928,61619,9683,55723,53622,19418,29081,19140,19915,15027,25805,96169,50497,48189,33522,52962,36651,51508,29889,31039,43995,40655,93478,114136,64399
2021/08/17,9533,1295,29094,16706,10571,25206,38051,25018,33637,56818,33486,9518,33918,31399,36420,33743,21926,27333,15345,14933,32444,5856,24995,60659,87533,65506,67046,21555,33604,19927,60947,35092,13960,41894,51061,79798,50002,78702,20773,68623,15236,44482,22710,112303,19987,29353,48622,17746,35566,55126,33617,29870,82203,36574,33028,29061,29526,32718,50355,68382,38673,82117,29789,81624,44720,11107,49834,160816,33123,90672,47270,35478,41101,16092,28254,48145,39940,59396,48843,47815,73215,32499,103857,33976,56995,25127,24428,18043,52499,36569,76145,51042,61724,9715,56089,53887,19500,29265,19234,20022,15103,25926,96927,50899,48523,33666,53217,36910,51886,30056,31171,44230,40952,94168,114859,64721
2021/08/18,9539,1296,29099,16720,10603,25220,38102,25029,33657,56976,33558,9573,34023,31479,36464,33840,21977,27385,15382,14949,32499,5872,25031,60757,87665,65652,67176,21625,33647,19953,61007,35147,13973,41999,51150,79957,50118,78860,20840,68741,15274,44541,22774,112935,20041,29610,48734,17904,35729,55291,33865,29994,82418,36787,33090,29173,29609,32804,50507,68691,38908,82367,29881,81936,44862,11121,49890,162682,33544,91610,47998,35784,41543,16302,28514,48864,40378,59927,49403,48185,73406,32525,104054,34055,57069,25210,24430,18055,52552,36605,76385,51106,61837,9750,56403,54163,19607,29486,19304,20109,15152,26046,97821,51293,48881,33790,53541,37159,52239,30244,31302,44458,41269,94806,115605,65054
2021/08/19,9545,1296,29116,16728,10608,25231,38120,25042,33717,57055,33640,9598,34097,31548,36542,33883,22013,27447,15414,14986,32529,5876,25059,60863,87895,65806,67254,21690,33691,19986,61093,35238,14022,42076,51251,80110,50151,78977,20875,68977,15302,44599,22811,113418,20107,29879,48852,18080,35811,55539,34102,30113,82790,36844,33156,29257,29657,32899,50634,69175,39104,82770,30052,82214,45028,11165,50100,165002,33925,92653,48616,36189,42107,16403,28896,49510,40965,60630,49901,48722,73778,32562,104456,34099,57239,25222,24447,18099,52616,36646,76501,51137,61958,9781,56662,54377,19678,29632,19361,20184,15199,26124,98423,51552,49137,33891,53729,37375,52484,30334,31432,44627,41485,95354,116106,65277
2021/08/20,9644,1308,29375,16859,10675,25503,38454,25324,34076,57115,33775,9638,34134,31603,36617,33972,22090,27548,15474,15002,32546,5882,25081,60974,88019,65868,67309,21716,33741,19999,61191,35264,14028,42122,51357,80184,50238,79090,20912,69050,15325,44645,22823,113689,20167,30135,49000,18220,35866,55767,34191,30188,82968,36863,33201,29362,29764,32977,50760,69596,39310,82959,30143,82493,45244,11223,50266,167016,34134,93123,48935,36412,42482,16638,29060,49835,41348,60906,50430,49009,74032,32591,104726,34427,57300,25497,24708,18336,52651,36820,76853,51295,62124,9802,56851,54550,19722,29746,19408,20238,15233,26178,98961,51836,49370,33985,53923,37546,52754,30453,31508,44759,41678,95728,116555,65522
2021/08/21,9743,1319,29643,17027,10776,25771,38710,25640,34614,57228,33804,9643,34177,31634,36700,33985,22118,27572,15482,15008,32644,5882,25095,60997,88052,65914,67340,21718,33758,20001,61266,35270,14049,42149,51379,80263,50253,79177,20913,69098,15328,44711,22827,113884,20176,30189,49031,18249,35921,55774,34370,30201,83075,36953,33205,29398,29768,33023,50795,69619,39342,83031,30145,82580,45247,11224,50274,168417,34191,93345,49072,36625,42627,16644,29092,50008,41425,61107,50578,49107,74225,32602,104877,34474,57845,25504,24737,18337,52700,36876,77231,51442,62272,9817,57006,54666,19754,29840,19439,20261,15264,26223,99289,52066,49497,34036,54049,37673,52879,30530,31572,44856,41808,96031,116822,65681
2021/08/22,9803,1325,29755,17099,10798,25904,38822,25795,34856,57258,33845,9649,34191,31645,36705,34010,22129,27577,15489,15012,32651,5883,25112,61030,88111,65944,67370,21720,33780,20008,61292,35274,14052,42159,51400,80299,50266,79194,20930,69121,15332,44733,22832,113902,20176,30191,49034,18250,35924,55778,34370,30202,83085,36977,33206,29400,29768,33024,50799,69621,39344,83059,30149,82630,45248,11226,50275,168427,34191,93380,49072,36658,42627,16644,29094,50009,41428,61107,50581,49108,74513,32904,105304,34478,57859,25542,24745,18338,52721,36922,77457,51653,62419,9829,57091,54765,19778,29891,19463,20290,15280,26255,99547,52202,49616,34094,54147,37797,52974,30593,31622,44939,41899,96253,117067,65793
2021/08/23,9815,1327,29781,17104,10806,25926,38856,25799,34874,57302,33857,9649,34212,31684,36727,34038,22166,27612,15507,15017,32674,5887,25162,61083,88209,65992,67433,21733,33801,20031,61353,35306,14066,42240,51440,80381,50343,79257,20986,69163,15348,44774,22855,113969,20183,30225,49066,18254,35940,55801,34386,30217,83119,37011,33266,29412,29772,33038,50834,69657,39394,83251,30181,82821,45277,11231,50412,168541,34206,93403,49088,36726,42641,16649,29100,50022,41447,61124,50607,49138,74681,32934,105473,34607,57899,25609,24760,18343,52751,36928,77479,51658,62443,9857,57268,54918,19825,29996,19520,20345,15312,26322,99945,52425,49839,34169,54351,37984,53140,30674,31687,45063,42074,96615,117407,65971
2021/08/24,9821,1330,29806,17116,10814,25951,38895,25826,34940,57397,33907,9673,34242,31744,36788,34108,22204,27664,15524,15054,32695,5903,25260,61146,88329,66041,67492,21798,33854,20038,61486,35382,14096,42288,51541,80435,50438,79325,21034,69210,15364,44921,22883,114080,20226,30333,49240,18278,35982,55864,34420,30262,83239,37061,33305,29498,29791,33066,50871,69815,39471,83485,30199,83079,45372,11254,50533,169499,34413,93805,49281,36854,42881,16739,29225,50233,41714,61296,50856,49359,74917,32961,105731,34624,57950,25626,24847,18345,52769,36977,77696,51768,62541,9868,57407,55047,19870,30079,19550,20391,15337,26374,100278,52566,50006,34255,54494,38121,53284,30765,31743,45149,42226,96914,117681,66168
2021/08/25,9829,1331,29835,17143,10821,25977,38946,25830,34976,57533,33971,9688,34298,31789,36904,34177,22291,27719,15537,15081,32753,5918,25306,61336,88430,66251,67629,21821,33882,20074,61531,35443,14100,42343,51613,80552,50489,79471,21048,69307,15412,44978,22909,114457,20244,30346,49327,18296,36086,55914,34458,30291,83369,37103,33328,29525,29807,33087,50960,69880,39481,83643,30270,83200,45497,11279,50598,169896,34441,93956,49537,37068,42921,16750,29282,50296,41909,61600,50884,49402,75125,33036,105947,34681,58000,25672,24856,18366,52861,36997,77928,51865,62567,9878,57527,55168,19912,30171,19592,20432,15359,26416,100631,52746,50183,34330,54668,38254,53485,30844,31793,45236,42396,97186,117941,66350
2021/08/26,9877,1336,29934,17198,10874,26103,39107,26008,35181,57591,34011,9708,34332,31814,36981,34230,22317,27783,15590,15100,32813,5921,25351,61411,88602,66341,67692,21835,33991,20127,61616,35488,14134,42500,51656,80654,50590,79584,21096,69436,15420,45083,22933,114833,20372,30543,49537,18421,36143,56112,34648,30432,83739,37249,33432,29622,29936,33248,51092,70335,39662,83956,30349,83396,45622,11302,50737,171134,34730,94527,49659,37150,43307,16861,29529,50666,42121,61847,51100,49653,75517,33058,106271,34747,58172,25704,24881,18399,52880,37102,77988,51903,62726,9904,57685,55307,19963,30256,19626,20469,15387,26476,100952,52925,50357,34386,54788,38382,53631,30912,31838,45333,42529,97463,118188,66504
2021/08/27,9889,1337,29968,17208,10879,26132,39202,26018,35196,57625,34108,9731,34354,31874,37046,34339,22350,27831,15607,15110,32848,5934,25390,61504,88784,66398,67749,21861,34042,20136,61717,35518,14138,42554,51716,80700,50651,79713,21119,69527,15465,45173,22964,114971,20405,30615,49678,18497,36207,56289,34725,30510,83861,37370,33466,29706,30005,33283,51135,70582,39729,84184,30374,83600,45765,11328,50768,171644,34829,94700,49822,37224,43426,16938,29753,50788,42207,61939,51230,49789,75691,33212,106460,34890,58638,25782,25055,18434,53138,37274,78060,51933,62916,9921,57822,55454,20004,30346,19682,20512,15407,26523,101464,53116,50527,34453,54928,38516,53786,30990,31903,45461,42710,97812,118501,66693
2021/08/28,9894,1337,29976,17211,10880,26135,39233,26024,35199,57695,34128,9736,34390,31885,37114,34426,22356,27835,15619,15114,32863,5936,25411,61562,88829,66485,67911,21877,34055,20141,61747,35523,14162,42576,51785,80806,50689,79777,21122,69658,15469,45182,22970,115066,20413,30709,49707,18507,36306,56311,34760,30552,83936,37442,33486,29732,30050,33297,51179,70600,39790,84225,30377,83612,45772,11396,50908,171651,34829,94702,49842,37224,43427,16939,29754,50798,42209,61939,51232,49853,75817,33222,106553,34892,58642,25782,25057,18435,53147,37355,78084,51951,62965,9933,57924,55551,20030,30403,19707,20534,15424,26564,101750,53244,50684,34495,55031,38633,53905,31055,31950,45526,42861,98060,118696,66823
2021/08/29,9896,1337,29980,17212,10880,26136,39235,26029,35199,57701,34133,9736,34396,31888,37117,34430,22401,28303,15619,15117,32868,5936,25429,61566,88865,66500,67936,21882,34055,20141,61764,35523,14162,42579,51785,80818,50727,79788,21123,69668,15469,45201,22971,115068,20413,30709,49707,18507,36307,56311,34761,30552,83937,37442,33486,29732,30050,33297,51180,70602,39790,84225,30377,83614,45774,11397,50962,171656,34829,94704,49867,37226,43428,16940,29754,50799,42210,61940,51233,49856,75906,33225,106673,34893,58646,25782,25057,18436,53154,37355,78084,51952,62965,9943,58011,55611,20051,30443,19728,20549,15433,26579,101944,53324,50759,34518,55078,38681,53967,31094,31964,45581,42935,98206,118840,66902
2021/08/30,9902,1338,30012,17221,10883,26154,39249,26038,35219,57733,34171,9737,34407,31912,37156,34443,22445,28331,15639,15132,32885,5939,25473,61597,88985,66535,67995,21897,34072,20160,61817,35558,14164,42638,51853,80924,50824,79864,21162,69701,15485,45265,22996,115101,20415,30727,49763,18521,36347,56321,34774,30561,83976,37465,33593,29739,30062,33301,51198,70642,39837,84389,30398,83803,45781,11399,50997,171716,34841,94768,49884,37252,43448,16952,29770,50809,42216,61957,51260,49878,75996,33237,106735,35113,58682,25782,25065,18439,53176,37357,78089,51954,62971,9956,58157,55754,20118,30531,19771,20588,15464,26620,102274,53574,50905,34603,55220,38804,54122,31181,32027,45678,43122,98510,119128,67065
