date,Eisenstadt (Stadt),Rust (Stadt),Eisenstadt-Umgebung,Güssing,Jennersdorf,Mattersburg,Neusiedl am See,Oberpullendorf,Oberwart,Klagenfurt (Stadt),Villach (Stadt),Hermagor,Klagenfurt Land,Sankt Veit an der Glan,Spittal an der Drau,Villach Land,Völkermarkt,Wolfsberg,Feldkirchen,Krems an der Donau,Sankt Pölten (Stadt),Waidhofen an der Ybbs (Stadt),Wiener Neustadt (Stadt),Amstetten,Baden,Bruck an der Leitha,Gänserndorf,Gmünd,Hollabrunn,Horn,Korneuburg,Krems (Land),Lilienfeld,Melk,Mistelbach,Mödling,Neunkirchen,Sankt Pölten (Land),Scheibbs,Tulln,Waidhofen an der Thaya,Wiener Neustadt (Land),Zwettl,Linz (Stadt),Steyr (Stadt),Wels (Stadt),Braunau am Inn,Eferding,Freistadt,Gmunden,Grieskirchen,Kirchdorf an der Krems,Linz-Land,Perg,Ried im Innkreis,Rohrbach,Schärding,Steyr-Land,Urfahr-Umgebung,Vöcklabruck,Wels-Land,Salzburg (Stadt),Hallein,Salzburg-Umgebung,Sankt Johann im Pongau,Tamsweg,Zell am See,Graz (Stadt),Deutschlandsberg,Graz-Umgebung,Leibnitz,Leoben,Liezen,Murau,Voitsberg,Weiz,Murtal,Bruck-Mürzzuschlag,Hartberg-Fürstenfeld,Südoststeiermark,Innsbruck-Stadt,Imst,Innsbruck-Land,Kitzbühel,Kufstein,Landeck,Lienz,Reutte,Schwaz,Bludenz,Bregenz,Dornbirn,Feldkirch,Wien-Innere Stadt,Wien-Leopoldstadt,Wien-Landstraße,Wien-Wieden,Wien-Margareten,Wien-Mariahilf,Wien-Neubau,Wien-Josefstadt,Wien-Alsergrund,Wien-Favoriten,Wien-Simmering,Wien-Meidling,Wien-Hietzing,Wien-Penzing,Wien-Rudolfsheim-Fünfhaus,Wien-Ottakring,Wien-Hernals,Wien-Währing,Wien-Döbling,Wien-Brigittenau,Wien-Floridsdorf,Wien-Donaustadt,Wien-Liesing
2021/08/31,9910,1338,30044,17265,10902,26169,39276,26047,35277,57782,34189,9771,34442,31955,37239,34476,22469,28360,15673,15158,32936,5944,25551,61790,89185,66594,68051,21945,34146,20174,61946,35622,14195,42687,51901,81021,50913,79954,21238,69768,15489,45405,23055,115213,20455,30746,49792,18560,36390,56372,34817,30573,84071,37504,33615,29749,30082,33332,51272,70762,39874,84464,30503,83898,45903,11403,51059,172353,34942,95042,50057,37330,43572,17024,29873,50972,42357,62073,51470,50017,76232,33273,106991,35139,58722,25801,25070,18439,53234,37412,78172,52034,63071,9972,58286,55856,20140,30611,19824,20630,15504,26660,102611,53727,51076,34677,55341,38922,54266,31236,32084,45755,43252,98711,119369,67216
2021/09/01,9921,1339,30064,17266,10904,26210,39302,26068,35281,57893,34273,9777,34522,32047,37356,34553,22515,28389,15717,15183,32990,5948,25573,61910,89279,66781,68213,21972,34174,20188,61985,35693,14208,42750,51984,81094,50998,80185,21251,69885,15525,45452,23096,115474,20485,30790,49931,18586,36429,56460,34834,30612,84194,37533,33640,29770,30092,33367,51321,70917,39931,84543,30547,84039,46099,11404,51085,172515,34966,95106,50084,37346,43589,17036,29883,50987,42399,62100,51499,50034,76580,33389,107260,35228,58845,25845,25088,18521,53285,37463,78268,52090,63173,9979,58317,55889,20160,30646,19835,20641,15523,26675,102715,53784,51138,34688,55376,38951,54303,31263,32099,45783,43295,98773,119436,67272
2021/09/02,9928,1340,30091,17280,10912,26251,39323,26107,35328,57965,34303,9822,34547,32075,37397,34607,22522,28441,15731,15198,33013,5950,25655,62005,89450,66922,68306,22015,34275,20213,62054,35756,14268,42793,52049,81184,51064,80256,21288,70074,15541,45526,23129,115760,20566,30950,50171,18664,36576,56582,34983,30693,84425,37643,33753,29852,30185,33488,51460,71125,40071,84962,30629,84330,46145,11432,51256,172642,35002,95170,50110,37370,43611,17038,29900,51019,42478,62137,51525,50141,76676,33404,107366,35274,58905,25893,25111,18539,53303,37475,78317,52128,63205,9998,58471,56045,20205,30740,19879,20687,15545,26735,103217,53999,51335,34751,55535,39116,54484,31329,32169,45891,43477,99064,119684,67397
2021/09/03,9963,1345,30168,17313,10940,26328,39448,26197,35441,57999,34386,9834,34572,32116,37445,34695,22549,28480,15783,15234,33096,5960,25736,62071,89728,67011,68390,22034,34308,20243,62147,35814,14297,42897,52136,81263,51170,80366,21316,70158,15567,45632,23169,115923,20586,30989,50258,18685,36608,56711,35029,30756,84536,37681,33788,29892,30269,33525,51486,71199,40102,85145,30759,84488,46180,11449,51368,172759,35021,95199,50235,37378,43661,17078,29918,51051,42522,62151,51594,50173,76776,33454,107491,35327,58993,25939,25218,18566,53342,37510,78428,52152,63247,10016,58638,56194,20249,30810,19919,20726,15582,26786,103659,54178,51558,34815,55713,39282,54706,31440,32226,46017,43650,99388,119992,67589
2021/09/04,9965,1345,30190,17319,10943,26333,39472,26199,35500,58320,34518,9849,34698,32158,37557,34784,22593,28497,15814,15235,33108,5964,25746,62084,89809,67105,68461,22167,34314,20244,62196,35820,14306,42915,52168,81443,51174,80437,21319,70249,15571,45650,23194,116033,20589,31063,50302,18690,36616,56726,35048,30798,84573,37720,33801,29910,30363,33582,51507,71216,40139,85243,30771,84536,46187,11450,51380,173267,35105,95444,50379,37489,43839,17132,29995,51251,42603,62344,51677,50336,76861,33495,107582,35346,59072,25970,25255,18569,53373,37564,78678,52305,63412,10029,58764,56293,20275,30875,19941,20751,15597,26821,103954,54343,51684,34854,55836,39395,54840,31521,32280,46090,43760,99577,120219,67716
2021/09/05,9966,1345,30191,17321,10943,26333,39478,26201,35500,58323,34522,9850,34700,32159,37557,34790,22593,28497,15814,15235,33109,5965,25749,62086,89811,67122,68477,22167,34314,20246,62207,35822,14306,42915,52169,81455,51175,80447,21319,70257,15572,45654,23194,116036,20589,31065,50302,18690,36616,56727,35048,30798,84573,37721,33801,29935,30364,33582,51509,71216,40140,85243,30771,84537,46187,11450,51380,173276,35105,95445,50379,37489,43841,17132,29995,51256,42603,62345,51678,50336,76865,33496,107583,35347,59076,25970,25255,18569,53373,37564,78678,52305,63413,10038,58832,56337,20287,30895,19950,20758,15600,26842,104129,54411,51715,34880,55873,39433,54894,31545,32300,46127,43810,99687,120343,67778
2021/09/06,9968,1346,30200,17329,10953,26353,39499,26215,35517,58380,34535,9853,34721,32174,37595,34804,22619,28503,15822,15243,33132,5968,25797,62128,89923,67234,68531,22176,34327,20275,62259,35851,14306,42987,52220,81537,51229,80503,21343,70285,15581,45710,23207,116082,20594,31076,50325,18691,36636,56754,35056,30801,84611,37764,33812,29959,30378,33592,51528,71252,40149,85426,30789,84695,46204,11452,51410,173322,35109,95468,50407,37497,43847,17135,30005,51290,42618,62368,51724,50351,76893,33499,107613,35362,59095,25980,25260,18582,53388,37568,78690,52313,63425,10049,58950,56425,20320,30978,19987,20796,15618,26888,104432,54537,51825,34927,55957,39503,55013,31607,32361,46186,43908,99865,120529,67867
2021/09/07,9975,1346,30213,17334,10954,26375,39511,26220,35542,58407,34571,9876,34737,32200,37648,34827,22631,28549,15838,15274,33176,5984,25872,62221,90053,67297,68677,22219,34397,20316,62376,35894,14338,43057,52277,81590,51297,80572,21452,70345,15590,45771,23228,116252,20641,31084,50424,18712,36671,56831,35068,30811,84850,37788,33831,29986,30384,33647,51557,71389,40163,85497,30869,84780,46221,11458,51447,173786,35182,95681,50489,37557,43936,17184,30064,51423,42716,62482,51889,50445,77016,33537,107765,35367,59113,25987,25267,18587,53430,37572,78729,52328,63444,10053,59042,56491,20342,31019,20014,20826,15635,26936,104600,54634,51935,34975,56047,39596,55129,31654,32413,46254,43992,100032,120752,67982
2021/09/08,9982,1348,30225,17339,10956,26385,39533,26226,35559,58471,34715,9913,34780,32234,37752,34904,22677,28560,15866,15308,33247,5990,25919,62310,90147,67459,68848,22246,34422,20337,62415,35939,14366,43111,52368,81649,51418,80727,21474,70429,15628,45841,23301,116430,20669,31144,50493,18731,36704,56909,35090,30901,84918,37844,33865,30025,30417,33672,51634,71470,40215,85653,30925,84900,46282,11491,51500,173894,35227,95756,50528,37579,43979,17200,30083,51437,42726,62526,51912,50492,77128,33808,107923,35452,59245,26081,25278,18671,53482,37617,78881,52381,63505,10065,59117,56562,20389,31086,20041,20854,15653,26981,104876,54738,52061,35009,56143,39685,55251,31721,32446,46316,44091,100204,120948,68041
2021/09/09,10009,1350,30295,17360,10967,26490,39644,26289,35634,58599,34803,9933,34845,32294,37840,34951,22728,28602,15905,15361,33357,6011,26050,62492,90392,67720,69000,22300,34523,20395,62598,36055,14429,43232,52522,81853,51563,80936,21534,70725,15673,45999,23359,117017,20765,31372,50818,18835,36855,57136,35243,30989,85361,37956,34019,30109,30545,33787,51798,71784,40389,85889,30955,85143,46321,11500,51685,174193,35302,95897,50621,37648,44062,17228,30130,51547,42795,62609,52131,50572,77336,33887,108251,35574,59418,26217,25338,18763,53768,37814,79143,52495,63615,10102,59358,56758,20480,31200,20119,20907,15697,27077,105304,54947,52296,35123,56319,39856,55665,31904,32576,46493,44267,100558,121280,68338
2021/09/10,10017,1350,30304,17376,10977,26498,39671,26299,35662,58685,34964,9954,34898,32356,37909,35039,22744,28633,15967,15375,33421,6013,26138,62686,90467,67769,69100,22325,34594,20424,62674,36087,14430,43358,52669,81875,51636,81043,21630,70794,15700,46076,23395,117275,20786,31451,50919,18875,36925,57336,35322,31105,85512,38029,34100,30206,30592,33817,51890,71970,40503,86126,31093,85323,46468,11512,51717,174424,35328,95973,50672,37689,44122,17238,30140,51628,42815,62629,52166,50593,77467,33970,108408,35729,59585,26274,25510,18776,53804,37870,79198,52521,63768,10114,59479,56846,20509,31266,20144,20936,15718,27108,105559,55103,52423,35172,56422,39941,55810,31968,32624,46573,44407,100810,121502,68428
2021/09/11,10019,1352,30322,17381,10979,26509,39677,26303,35671,59063,34990,9974,35066,32428,38106,35102,22809,28663,15993,15375,33423,6018,26175,62756,90588,67805,69136,22328,34614,20429,62689,36094,14433,43394,52677,81973,51650,81121,21676,70813,15706,46129,23402,117438,20789,31553,50959,18887,37020,57347,35362,31164,85590,38092,34130,30222,30696,33850,51938,71981,40572,86145,31144,85351,46478,11542,51719,175005,35361,96218,50730,37815,44251,17243,30178,51755,42857,62692,52211,50634,77626,34031,108574,35784,59797,26316,25596,18779,53847,37895,79208,52527,63812,10118,59566,56908,20527,31302,20172,20953,15732,27127,105779,55219,52527,35197,56514,40022,55907,32009,32647,46630,44523,100974,121639,68554
2021/09/12,10023,1352,30325,17384,10990,26510,39681,26307,35674,59160,35068,9982,35135,32440,38125,35159,22821,28664,16007,15376,33424,6019,26177,62768,90604,67819,69155,22330,34623,20430,62695,36097,14433,43396,52679,81987,51653,81152,21677,70828,15706,46133,23404,117442,20792,31555,50971,18889,37048,57349,35369,31172,85594,38096,34157,30252,30701,33872,51943,71981,40575,86150,31145,85359,46479,11543,51727,175009,35365,96221,50732,37815,44254,17244,30178,51756,42891,62695,52212,50636,77627,34031,108588,35787,59797,26317,25596,18779,53847,37898,79209,52528,63815,10126,59612,56946,20552,31339,20183,20960,15737,27148,105966,55284,52588,35213,56553,40069,55944,32035,32668,46658,44594,101063,121757,68595
2021/09/13,10041,1354,30366,17429,11006,26532,39692,26326,35729,59172,35081,9983,35143,32471,38212,35192,22848,28704,16015,15387,33454,6028,26216,62798,90722,67887,69195,22354,34652,20462,62772,36128,14447,43480,52747,82116,51708,81266,21735,70867,15723,46171,23418,117515,20794,31566,50987,18891,37065,57371,35372,31198,85636,38113,34163,30264,30713,33885,51999,72013,40601,86252,31164,85447,46500,11593,51772,175040,35385,96228,50754,37816,44280,17248,30188,51770,42919,62729,52254,50660,77655,34070,108629,35812,59832,26321,25651,18781,53859,37898,79216,52532,63820,10137,59708,57042,20583,31398,20218,20992,15759,27195,106234,55402,52703,35250,56631,40184,56048,32093,32710,46734,44701,101248,121952,68668
2021/09/14,10054,1355,30437,17475,11010,26558,39754,26340,35811,59241,35124,10001,35169,32505,38277,35217,22888,28755,16025,15411,33491,6039,26309,62885,90915,67937,69238,22408,34710,20477,62862,36163,14496,43522,52820,82187,51776,81347,21826,70924,15743,46257,23437,117635,20824,31608,51022,18900,37091,57429,35390,31213,85791,38139,34182,30267,30725,33928,52026,72181,40643,86322,31186,85482,46549,11599,51843,175978,35549,96610,50984,37963,44461,17319,30328,51969,43099,62941,52527,50854,77816,34086,108820,35832,59859,26329,25685,18785,53884,37940,79351,52571,63904,10144,59824,57119,20602,31441,20241,21010,15773,27227,106519,55502,52815,35296,56705,40281,56168,32169,32754,46788,44780,101397,122117,68747
2021/09/15,10056,1357,30447,17496,11031,26620,39764,26421,35874,59341,35312,10015,35243,32551,38349,35301,22956,28801,16055,15439,33557,6108,26366,63045,91012,68063,69410,22424,34754,20501,62939,36239,14512,43565,52879,82261,51853,81512,21869,71025,15763,46340,23473,117751,20851,31621,51045,18917,37145,57474,35415,31264,85874,38220,34196,30283,30745,34004,52062,72303,40661,86385,31197,85594,46607,11623,51882,176101,35586,96701,51009,37976,44496,17320,30359,52031,43188,63030,52574,50893,77994,34171,108960,35932,59953,26374,25690,18870,53923,37957,79482,52615,63961,10151,59915,57192,20627,31501,20269,21032,15782,27259,106785,55631,52926,35329,56792,40363,56303,32213,32794,46855,44892,101568,122266,68839
2021/09/16,10070,1357,30492,17513,11049,26686,39867,26459,36007,59525,35355,10030,35347,32616,38423,35335,23009,28889,16106,15456,33595,6114,26416,63166,91197,68192,69501,22448,34799,20518,63033,36275,14532,43598,52931,82378,51930,81666,21902,71105,15789,46439,23499,117999,20899,31738,51194,18967,37188,57577,35509,31281,86026,38265,34305,30330,30844,34055,52161,72333,40766,86680,31245,85759,46667,11630,51941,176150,35618,96734,51056,37989,44516,17330,30377,52085,43259,63064,52641,50939,78065,34184,109088,35988,60038,26381,25716,18892,53939,37967,79499,52638,63965,10161,60004,57273,20657,31559,20295,21060,15800,27291,107040,55756,53013,35371,56887,40472,56409,32265,32837,46926,44976,101731,122408,68921
2021/09/17,10073,1357,30505,17522,11059,26704,39881,26469,36016,59698,35531,10082,35426,32691,38515,35431,23056,28972,16147,15464,33627,6152,26450,63348,91315,68260,69572,22465,34833,20568,63101,36328,14543,43689,53076,82446,52005,81755,21934,71200,15835,46533,23564,118273,20905,31796,51407,19042,37336,57800,35630,31369,86174,38407,34367,30437,30865,34095,52286,72712,40875,86858,31351,85923,46753,11641,51961,176611,35660,96872,51144,38036,44635,17361,30416,52161,43306,63117,52730,51019,78232,34225,109290,36038,60182,26395,25821,18901,53988,37981,79514,52643,63973,10171,60124,57363,20693,31613,20329,21083,15814,27305,107365,55898,53169,35428,56978,40573,56552,32331,32879,47002,45132,101953,122657,69068
2021/09/18,10078,1358,30535,17527,11061,26713,39890,26474,36022,59982,35564,10092,35546,32730,38734,35461,23098,29028,16172,15476,33670,6152,26478,63388,91382,68289,69766,22469,34860,20576,63161,36341,14554,43713,53172,82495,52135,81882,21940,71338,15835,46586,23571,118392,20912,31932,51482,19051,37393,57810,35650,31444,86279,38506,34371,30446,30871,34122,52351,72821,40953,86870,31356,86001,46755,11641,51972,176631,35667,96882,51161,38038,44641,17367,30418,52164,43308,63117,52751,51022,78358,34349,109439,36053,60263,26433,25851,18912,54026,37982,79517,52648,63977,10176,60188,57437,20707,31656,20343,21098,15829,27330,107545,55977,53276,35453,57065,40647,56679,32389,32905,47040,45217,102128,122821,69183
2021/09/20,10085,1358,30553,17529,11063,26732,39906,26479,36031,60032,35599,10092,35560,32746,38766,35493,23112,29083,16194,15490,33729,6158,26549,63470,91522,68353,69814,22483,34895,20596,63222,36402,14567,43800,53246,82622,52293,82010,21983,71390,15850,46669,23583,118462,20918,31938,51561,19055,37412,57850,35658,31457,86303,38516,34394,30456,30882,34129,52377,72902,40964,87052,31408,86119,46782,11654,52036,176701,35681,96908,51174,38040,44666,17368,30427,52179,43332,63134,52768,51042,78376,34360,109452,36073,60276,26435,25862,18917,54037,38127,80287,53103,64440,10196,60318,57557,20761,31732,20382,21147,15854,27382,107973,56152,53463,35527,57198,40782,56862,32481,32969,47166,45387,102396,123118,69301
2021/09/21,10120,1360,30605,17536,11067,26807,39952,26486,36111,60087,35620,10122,35594,32789,38809,35553,23179,29135,16208,15516,33759,6170,26610,63571,91738,68398,69875,22529,34930,20618,63329,36440,14588,43874,53286,82705,52364,82067,22044,71453,15864,46768,23617,118544,20982,31967,51685,19113,37441,57894,35680,31480,86401,38525,34435,30466,30942,34172,52396,72926,40987,87226,31429,86210,46867,11658,52178,177638,35817,97391,51406,38202,44901,17431,30585,52442,43499,63479,53007,51276,78503,34386,109594,36096,60301,26440,25865,18919,54073,38135,80332,53121,64480,10200,60405,57628,20773,31776,20396,21174,15865,27426,108184,56250,53559,35570,57289,40861,56968,32533,32997,47212,45479,102597,123279,69385
2021/09/22,10118,1361,30598,17547,11056,26820,39942,26465,36144,60111,35635,10121,35578,32816,38831,35612,23188,29179,16231,15531,33739,6167,26646,63601,91661,68463,69883,22509,34962,20628,63284,36444,14590,43861,53257,82645,52418,82064,22070,71486,15869,46745,23622,118513,20972,31992,51673,19101,37443,57874,35685,31475,86367,38531,34415,30472,30977,34154,52349,72966,40948,87250,31523,86293,46980,11668,52256,177556,35820,97413,51417,38169,44908,17423,30572,52423,43495,63466,52967,51296,78486,34399,109508,36221,60380,26389,25823,18950,53889,38099,80241,53098,64467,10184,60364,57564,20746,31761,20370,21151,15853,27361,108237,56317,53525,35501,57232,40835,56742,32466,32936,47166,45485,102550,123196,69319
2021/09/23,10127,1363,30651,17553,11096,26828,39958,26530,36154,60249,35676,10129,35644,32865,38882,35658,23229,29209,16248,15549,33776,6170,26703,63679,91801,68592,69978,22541,34996,20666,63340,36480,14648,43889,53286,82740,52480,82139,22098,71536,15892,46840,23660,118755,21026,32146,51752,19120,37465,57941,35752,31557,86490,38562,34458,30516,31019,34212,52413,73017,41040,87518,31619,86452,47111,11672,52472,177693,35853,97500,51436,38173,44916,17429,30584,52486,43518,63544,53003,51337,78545,34414,109645,36234,60409,26415,25837,18991,53914,38140,80340,53133,64528,10195,60465,57644,20777,31843,20397,21165,15868,27398,108453,56440,53631,35534,57307,40912,56844,32509,32978,47220,45580,102709,123358,69385
2021/09/24,10161,1363,30739,17623,11154,26903,40082,26648,36318,60370,35849,10151,35680,32899,38959,35798,23249,29258,16303,15558,33850,6170,26743,63839,91999,68659,70046,22612,35066,20705,63392,36501,14697,43976,53372,82805,52560,82245,22125,71616,15954,46905,23726,119039,21049,32217,51884,19143,37531,58071,35877,31612,86627,38628,34525,30617,31077,34263,52539,73288,41127,87726,31670,86629,47141,11688,52558,178266,35892,97675,51545,38251,45041,17462,30636,52591,43646,63627,53142,51469,78678,34477,109820,36300,60532,26454,25946,19005,53978,38180,80392,53195,64628,10211,60598,57747,20803,31883,20419,21193,15893,27430,108781,56590,53753,35594,57425,41041,56982,32580,33017,47298,45691,102952,123581,69501
2021/09/25,10165,1363,30748,17624,11157,26905,40140,26650,36321,60644,35877,10177,35851,32953,38978,35826,23311,29309,16330,15562,33876,6175,26759,63999,92021,68687,70128,22638,35077,20708,63468,36515,14701,44004,53409,82844,52583,82315,22143,71723,15961,46926,23778,119132,21053,32261,51921,19149,37572,58078,35892,31638,86671,38705,34533,30623,31081,34270,52554,73299,41167,87799,31680,86668,47150,11749,52628,178277,35894,97718,51552,38252,45046,17473,30637,52627,43648,63630,53193,51482,78815,34535,109961,36354,60636,26493,25992,19008,54026,38232,80434,53265,64702,10215,60690,57813,20828,31929,20439,21209,15905,27460,109007,56718,53863,35633,57496,41118,57073,32630,33036,47336,45804,103111,123729,69605
2021/09/26,10166,1363,30748,17624,11157,26905,40141,26654,36324,60646,35879,10180,35856,32957,39121,35833,23320,29309,16331,15564,33876,6175,26760,64000,92032,68696,70159,22642,35081,20709,63481,36516,14701,44005,53414,82854,52584,82324,22143,71738,15961,46937,23781,119135,21054,32261,51921,19149,37573,58079,35892,31638,86672,38705,34534,30623,31082,34271,52554,73300,41167,87799,31680,86670,47150,11749,52632,178282,35894,97719,51552,38252,45046,17473,30637,52627,43648,63630,53194,51483,78816,34535,109961,36354,60636,26493,25994,19018,54028,38240,80447,53267,64725,10222,60743,57847,20835,31954,20448,21219,15912,27473,109129,56768,53896,35645,57529,41152,57119,32649,33059,47368,45852,103184,123817,69648
2021/09/27,10173,1365,30760,17631,11158,26920,40171,26659,36349,60675,35885,10189,35863,32997,39150,35842,23358,29329,16345,15575,33909,6175,26803,64052,92162,68823,70223,22655,35090,20737,63533,36571,14706,44071,53467,82996,52624,82390,22161,71776,15978,46990,23803,119183,21058,32278,51944,19150,37579,58088,35898,31643,86699,38728,34557,30635,31088,34326,52586,73329,41186,88151,31703,86833,47174,11755,52670,178358,35907,97750,51576,38267,45058,17476,30650,52643,43666,63648,53204,51514,78848,34544,110016,36378,60655,26496,26007,19022,54039,38243,80472,53301,64740,10229,60850,57935,20858,32029,20473,21235,15923,27511,109366,56892,54013,35670,57608,41231,57233,32697,33093,47428,45941,103344,123965,69741
2021/09/28,10178,1365,30773,17678,11200,26931,40215,26682,36401,60715,35902,10210,35881,33036,39222,35876,23383,29357,16362,15595,33953,6184,26877,64118,92321,68886,70331,22681,35146,20766,63612,36629,14714,44112,53508,83062,52710,82488,22204,71880,15994,47098,23826,119237,21126,32313,51970,19165,37596,58224,35912,31655,86767,38747,34583,30641,31134,34364,52604,73462,41221,88225,31783,86922,47213,11755,52719,179229,36027,98079,51750,38406,45239,17536,30781,52802,43827,63835,53426,51667,78929,34560,110175,36385,60705,26497,26013,19023,54064,38296,80551,53355,64783,10234,60944,57998,20877,32077,20493,21260,15934,27544,109610,56985,54095,35704,57685,41313,57343,32743,33123,47472,46046,103485,124117,69850
2021/09/29,10216,1379,30905,17751,11240,27095,40436,26817,36520,60969,36039,10241,36004,33169,39303,36008,23513,29498,16408,15684,34119,6195,27023,64277,92831,69211,70640,22715,35330,20881,63764,36718,14747,44262,53688,83340,52911,82705,22247,72279,16075,47199,23887,119718,21190,32455,52195,19193,37730,58462,36120,31730,87111,38944,34756,30734,31296,34514,52874,73715,41399,88423,31838,87258,47429,11766,52862,179494,36171,98630,51972,38496,45396,17569,30866,52937,43984,64078,53547,51820,79049,34762,110350,36570,60917,26606,26093,19149,54128,38394,80783,53444,65058,10343,61320,58399,21024,32114,20528,21317,15977,27672,110116,57108,54393,35882,57858,41450,57305,32908,33236,47814,46015,104194,125682,70688
2021/09/30,10223,1380,30922,17757,11241,27131,40467,26851,36544,61036,36067,10243,36047,33198,39353,36047,23526,29532,16418,15710,34159,6199,27068,64393,92979,69325,70737,22743,35365,20899,63826,36783,14822,44339,53738,83397,52997,82802,22281,72353,16086,47276,23932,119981,21246,32565,52328,19233,37775,58570,36179,31796,87328,38987,34791,30772,31321,34568,52955,73811,41514,88561,31862,87420,47493,11794,52953,179574,36178,98665,51997,38504,45440,17583,30876,52956,44012,64129,53590,51878,79116,34771,110435,36600,60952,26653,26104,19171,54152,38436,80874,53555,65110,10360,61421,58468,21044,32155,20550,21340,15993,27708,110367,57209,54510,35928,57923,41533,57432,32959,33276,47872,46122,104306,125823,70783
2021/10/01,10243,1381,30955,17767,11250,27146,40483,26872,36557,61147,36296,10278,36101,33229,39418,36162,23574,29564,16441,15722,34204,6204,27116,64477,93071,69377,70797,22790,35424,20910,63883,36823,14865,44437,53822,83436,53072,82877,22308,72429,16099,47364,23965,120310,21263,32640,52462,19301,37859,58709,36271,31906,87473,39127,34845,30840,31374,34603,53038,74060,41594,88693,31960,87543,47586,11810,52976,179999,36223,98813,52108,38543,45528,17598,30911,53032,44062,64223,53641,51976,79244,34838,110634,36722,61127,26719,26213,19197,54186,38565,80917,53627,65244,10368,61546,58551,21085,32213,20574,21369,16013,27757,110649,57376,54642,35987,58029,41659,57578,33032,33316,47925,46274,104539,126030,70922
2021/10/02,10244,1381,30961,17772,11252,27152,40543,26879,36612,61431,36322,10287,36250,33314,39434,36213,23619,29582,16462,15723,34231,6204,27144,64511,93165,69399,70861,22798,35458,20917,63946,36824,14870,44446,53839,83559,53108,82991,22314,72453,16100,47414,23966,120431,21268,32654,52489,19308,37877,58713,36300,31923,87521,39197,34850,30845,31413,34614,53067,74085,41600,88698,31961,87553,47586,11821,52979,180017,36223,98827,52117,38542,45541,17603,30912,53043,44064,64282,53647,51981,79352,34902,110789,36756,61242,26768,26270,19199,54233,38632,80967,53699,65338,10380,61607,58624,21106,32265,20587,21389,16026,27791,110855,57457,54753,36012,58113,41732,57667,33062,33347,47972,46379,104700,126186,71035
2021/10/03,10246,1381,30963,17773,11257,27152,40553,26882,36612,61432,36322,10287,36250,33314,39434,36213,23619,29583,16462,15723,34235,6204,27147,64512,93168,69405,70891,22798,35462,20919,63957,36825,14870,44447,53855,83563,53109,82994,22313,72461,16101,47414,23966,120431,21268,32654,52489,19308,37880,58715,36300,31923,87521,39197,34850,30845,31413,34614,53067,74085,41600,88699,31961,87553,47587,11821,52979,180027,36224,98838,52126,38542,45542,17603,30912,53044,44064,64283,53648,51982,79353,34902,110792,36756,61242,26768,26270,19199,54233,38632,80969,53699,65338,10385,61642,58665,21117,32294,20594,21396,16033,27797,110966,57507,54792,36027,58145,41758,57698,33078,33371,47995,46422,104786,126291,71081
2021/10/04,10246,1381,30966,17817,11278,27157,40558,26886,36618,61454,36338,10290,36275,33336,39462,36241,23644,29604,16488,15737,34269,6204,27213,64558,93250,69446,70937,22810,35480,20940,63998,36845,14875,44586,53904,83657,53148,83052,22395,72515,16114,47474,23979,120491,21270,32665,52506,19310,37887,58742,36312,31931,87549,39214,34859,30877,31415,34633,53093,74136,41636,88845,31994,87650,47610,11828,53011,180212,36264,98914,52169,38559,45571,17617,30958,53085,44099,64332,53697,52034,79373,34912,110829,36774,61274,26788,26298,19200,54244,38651,80971,53722,65405,10396,61713,58755,21154,32339,20616,21411,16045,27820,111245,57612,54907,36064,58220,41831,57795,33136,33410,48048,46527,104916,126421,71165
2021/10/05,10257,1381,31009,17860,11281,27175,40579,26892,36681,61523,36358,10304,36294,33362,39532,36272,23666,29642,16509,15751,34293,6224,27284,64684,93405,69586,70980,22903,35520,20983,64086,36874,14896,44656,53968,83722,53246,83162,22476,72602,16136,47546,24033,120543,21345,32705,52554,19331,37905,58751,36347,31939,87635,39225,34871,30902,31427,34715,53113,74149,41671,88933,32001,87709,47668,11835,53083,180799,36423,99249,52325,38670,45719,17679,31088,53296,44213,64498,53879,52211,79491,34925,110965,36798,61294,26797,26311,19205,54277,38701,81058,53798,65478,10403,61797,58817,21179,32386,20645,21430,16058,27854,111423,57717,54991,36090,58278,41911,57876,33183,33444,48095,46607,105049,126541,71248
2021/10/06,10264,1382,31045,17864,11283,27183,40638,26954,36721,61569,36388,10318,36326,33392,39602,36316,23714,29675,16532,15798,34359,6238,27353,64765,93616,69678,71080,22951,35576,21013,64162,36944,14909,44691,54008,83787,53301,83309,22507,72782,16173,47656,24078,120729,21376,32768,52631,19376,37961,58843,36380,31968,87808,39265,34913,30944,31501,34753,53188,74303,41731,89014,32021,87796,47798,11838,53133,181086,36477,99382,52377,38708,45779,17692,31125,53327,44266,64561,53922,52264,79608,35030,111170,36907,61445,26861,26331,19286,54320,38768,81250,53921,65599,10416,61880,58872,21206,32429,20667,21453,16076,27882,111708,57823,55091,36116,58344,41980,57945,33226,33471,48139,46682,105191,126673,71344
