Datum,0,<15_1_m,<15_1_w,15-24_1_m,15-24_1_w,25-34_1_m,25-34_1_w,35-44_1_m,35-44_1_w,45-54_1_m,45-54_1_w,55-64_1_m,55-64_1_w,65-74_1_m,65-74_1_w,75-84_1_m,75-84_1_w,>84_1_m,>84_1_w,<15_2_m,<15_2_w,15-24_2_m,15-24_2_w,25-34_2_m,25-34_2_w,35-44_2_m,35-44_2_w,45-54_2_m,45-54_2_w,55-64_2_m,55-64_2_w,65-74_2_m,65-74_2_w,75-84_2_m,75-84_2_w,>84_2_m,>84_2_w,bp_1,bp_2,mo_1,mo_2,az_1,az_2,ja,unb_1,unb_2,0
2021/07/06,0,519,472,20521,20288,41508,37428,45828,44980,56985,57944,68230,69458,51437,56981,36196,46766,11436,21751,26,24,9590,9410,21041,20050,24239,25881,31349,35723,46679,49473,44863,49843,34208,44149,10970,20795,499697,330978,69020,45655,105001,86668,14967,45,45,0
2021/07/05,0,483,444,19107,18915,40641,36629,45609,44753,56801,57741,68069,69331,51381,56925,36175,46737,11434,21744,24,20,9296,9153,20483,19661,23569,25458,30709,35291,45919,48855,44107,49052,34078,43960,10961,20783,493977,325179,69016,45632,104993,85632,14891,44,45,0
2021/07/04,0,476,438,17316,16913,40301,36403,45521,44678,56715,57672,67988,69262,51348,56898,36165,46716,11432,21742,24,20,9234,9098,20342,19598,23396,25379,30446,35213,45122,48725,42740,47698,33999,43886,10959,20777,489152,324710,68990,45587,104977,81492,14822,44,45,0
2021/07/03,0,476,436,17294,16880,40251,36356,45502,44661,56710,57667,67980,69255,51346,56895,36165,46716,11432,21741,23,20,9189,9054,20273,19528,23333,25313,30363,35133,44901,48549,42671,47622,33954,43827,10956,20777,488953,323742,68988,45586,104976,81310,14803,44,45,0
2021/07/02,0,456,413,17177,16769,39786,35972,45386,44561,56656,57626,67931,69224,51334,56890,36159,46704,11432,21740,23,18,9026,8880,19947,19245,22940,24934,29945,34717,44273,47903,42467,47389,33855,43691,10950,20773,487441,320724,68970,44551,104974,80869,14788,44,44,0
2021/07/01,0,404,373,16869,16487,38054,34639,44812,44060,56393,57417,67756,69055,51255,56799,36131,46666,11429,21732,18,13,8649,8483,19083,18533,21970,24077,28557,33521,41238,44926,41469,46301,33240,42963,10933,20744,481960,313203,68894,39669,104952,77320,14482,44,44,0
2021/06/30,0,356,328,16581,16240,35869,32816,44190,43430,56166,57222,67553,68863,51174,56707,36102,46612,11425,21716,17,12,8286,8147,18407,17905,21080,23244,27274,32253,36588,40049,40390,45153,32579,42174,10912,20717,475123,302684,68848,33635,104932,74420,14404,44,44,0
2021/06/29,0,316,291,16355,16037,34876,31735,43736,42985,55985,57059,67382,68714,51097,56634,36063,46568,11417,21709,15,9,7702,7538,17276,16977,19823,22027,25572,30571,33839,36916,37539,42100,31834,41280,10888,20678,470918,286455,68840,33587,104918,68259,14240,44,43,0
2021/06/28,0,307,269,16206,15876,33165,30330,43415,42691,55818,56918,67265,68607,51051,56582,36045,46547,11414,21697,14,7,7397,7276,16717,16601,19430,21710,25062,30183,33248,36413,36160,40607,31046,40346,10884,20667,466509,283402,68815,33535,104897,62849,13939,44,43,0
2021/06/27,0,307,269,16185,15850,33011,30241,43349,42664,55780,56908,67237,68599,51047,56578,36042,46546,11414,21696,13,7,7353,7246,16576,16532,19264,21647,24860,30109,33018,36272,34901,39332,29415,38422,10883,20666,466188,283228,68811,33495,104891,55960,13790,44,43,0
2021/06/26,0,305,267,16160,15821,32987,30225,43303,42620,55755,56891,67231,68596,51046,56577,36040,46545,11414,21696,12,7,7348,7233,16556,16520,19247,21636,24828,30086,32998,36250,34887,39318,29413,38419,10883,20666,465948,283025,68808,33495,104891,55955,13789,44,43,0
2021/06/25,0,298,265,16099,15769,32867,30122,43108,42458,55698,56845,67189,68572,51036,56566,36036,46544,11414,21696,12,7,7159,6955,16269,16010,18976,20978,24458,29153,32609,35526,34725,39100,29390,38388,10883,20666,465095,280327,68803,33484,104874,53643,13767,44,43,0
2021/06/24,0,277,252,15825,15561,32403,29830,41636,41216,55232,56488,66955,68413,50981,56510,36020,46516,11409,21685,11,7,6837,6719,15560,15561,17522,19956,22371,27592,31502,34627,34318,38671,29266,38206,10871,20650,460519,270587,68798,33432,104870,53207,12979,44,42,0
2021/06/23,0,262,235,15541,15262,31898,29427,39537,39392,54689,55945,66705,68191,50892,56401,35980,46470,11404,21672,10,5,6629,6553,15199,15284,16995,19507,21484,26789,29796,33259,33559,37813,29074,37965,10864,20635,453448,262745,68745,33340,104865,52491,12802,44,42,0
2021/06/22,0,240,200,15160,14867,31233,28793,36104,36345,53777,55141,66402,67885,50786,56279,35941,46413,11400,21658,7,4,6446,6339,14797,14954,16192,18784,20065,25475,28190,31600,32755,36834,28533,37356,10846,20603,442517,252617,68711,33253,104858,51373,12495,44,42,0
2021/06/21,0,225,194,14917,14689,30550,28330,33944,34379,53312,54714,66223,67767,50704,56204,35916,46391,11395,21653,7,4,6348,6255,14636,14832,16019,18646,19942,25361,28076,31510,32599,36694,27321,36117,10846,20600,435686,251917,68689,33204,104832,48393,12257,44,42,0
2021/06/20,0,218,193,14791,14598,28649,26992,33333,33930,53222,54617,66154,67730,50681,56176,35908,46387,11394,21651,7,4,5892,5954,13692,14192,15184,18052,19385,25004,27758,31307,32432,36509,27294,36086,10844,20596,431301,246893,68684,33169,104829,48320,11768,43,42,0
2021/06/19,0,212,188,14766,14564,28531,26906,33303,33903,53200,54601,66138,67719,50675,56167,35906,46382,11393,21649,7,4,5679,5795,13130,13787,14578,17571,19055,24801,27563,31136,32353,36409,27277,36072,10844,20596,430887,243371,68682,33164,104829,48317,11763,43,42,0
2021/06/18,0,210,180,14676,14479,28422,26835,32051,33000,52834,54294,66004,67625,50644,56133,35888,46356,11389,21645,7,4,5612,5717,13029,13701,14411,17444,18817,24571,26742,30469,32146,36172,27211,35996,10840,20589,430377,240415,65717,33049,104818,48261,11711,43,42,0
2021/06/17,0,196,164,14296,14213,27833,26581,31561,32739,52046,53728,65579,67359,50563,56032,35854,46315,11383,21632,6,4,5230,5459,12245,13224,13619,16832,17727,23642,24583,28504,31501,35434,27011,35719,10823,20574,427167,231385,65709,32771,104794,47576,10363,42,42,0
2021/06/16,0,167,135,13865,13804,27371,26222,31117,32383,51235,53025,65123,66969,50444,55912,35825,46258,11372,21620,6,4,4865,5020,11529,12553,12825,16135,16622,22516,21608,25634,30429,34225,26714,35316,10808,20534,422296,217321,65663,32739,104786,47180,10061,42,42,0
2021/06/15,0,105,82,13231,13179,26624,25646,30337,31789,49982,51959,64412,66444,50266,55714,35758,46147,11363,21601,6,4,4367,4392,10563,11614,11669,14754,14891,20813,18176,22324,29054,32785,26326,34794,10783,20490,414589,198682,65641,32622,104780,46871,9588,42,42,0
2021/06/14,0,75,61,12823,12803,26213,25322,29671,31322,48188,50489,63361,65611,50050,55488,35681,46071,11355,21589,6,4,4265,4336,10386,11482,11524,14621,14712,20689,17979,22163,28980,32704,26308,34766,10779,20487,406711,198231,65631,32351,104779,46556,9011,42,42,0
2021/06/13,0,74,60,12778,12758,26140,25284,29608,31296,48132,50463,63326,65587,50045,55485,35679,46067,11354,21586,6,4,4109,4257,10059,11350,11200,14510,14411,20575,17577,21818,27464,31059,26167,34571,10775,20476,406501,197474,65555,27672,104772,46347,8853,42,42,0
2021/06/12,0,74,59,12760,12741,26125,25273,29596,31283,48072,50392,63283,65552,50044,55482,35679,46067,11354,21586,6,4,4106,4249,10044,11333,11191,14495,14392,20558,17555,21809,27423,31014,26162,34566,10775,20476,406204,197287,65554,27670,104770,46306,8853,42,42,0
2021/06/11,0,72,56,12660,12614,25998,25157,29471,31155,47833,50166,63151,65433,50020,55456,35668,46056,11352,21584,6,4,4013,3978,9526,10141,10763,13585,14102,19999,17282,21331,27014,30588,26070,34484,10772,20474,404926,196234,65544,27664,104729,41530,8662,42,42,0
2021/06/10,0,64,49,12418,12393,25673,24869,29121,30886,46759,49149,62416,64863,49935,55360,35634,46004,11342,21571,6,3,3743,3608,8756,8897,9869,11941,12795,17232,15489,17719,25287,28662,25772,34177,10766,20450,400031,190690,65487,27225,104524,28793,8423,42,41,0
2021/06/09,0,50,37,12121,12070,25262,24464,28724,30492,44745,47325,61327,63923,49831,55237,35587,45950,11337,21553,6,3,3492,3483,8329,8642,9357,11620,12278,16838,14776,17117,21445,24336,25544,33875,10754,20424,392045,179080,65358,26876,104522,28254,8069,42,40,0
2021/06/08,0,44,26,11689,11529,24591,23839,28065,29825,41573,44480,59549,62285,49660,55046,35513,45859,11327,21531,6,3,3282,3347,7928,8388,8736,11246,11616,16417,14116,16470,16055,18372,25151,33350,10736,20394,379352,163857,65295,26541,104512,27948,7231,42,36,0
2021/06/07,0,39,19,11524,11333,24239,23562,27780,29616,38945,42549,59119,61922,49626,55015,35501,45838,11325,21525,6,3,3186,3276,7624,8219,8416,11070,11043,15964,13612,15991,15976,18292,25120,33299,10734,20387,373676,163537,64868,24718,104502,27537,6390,42,36,0
2021/06/06,0,36,18,11388,11228,23920,23329,27570,29443,37350,41366,58994,61844,49602,54986,35494,45824,11325,21523,6,3,3086,3224,7349,8128,8149,10900,10300,15279,13011,15369,15821,18180,25106,33276,10732,20387,373271,163414,61493,21549,104491,27366,5944,42,33,0
2021/06/05,0,34,17,11369,11208,23875,23288,27533,29416,37320,41352,58893,61760,49592,54979,35492,45822,11325,21520,6,3,3073,3212,7323,8092,8117,10881,10267,15263,12964,15346,15699,18015,25101,33268,10731,20386,372925,162968,61490,21548,104491,27350,5848,42,33,0
2021/06/04,0,34,15,11187,10949,23513,22818,27254,29020,36890,40903,58272,61220,49558,54938,35483,45804,11323,21514,6,2,3048,3197,7295,8072,8093,10861,10236,15239,12930,15313,15486,17806,25090,33247,10729,20385,371116,162377,59221,21535,104477,27252,5840,42,31,0
2021/06/03,0,32,14,10967,10730,23047,22426,26826,28685,35789,40074,55509,58870,49428,54777,35440,45740,11318,21499,5,2,2956,3118,7086,7917,7636,10562,9202,14603,11677,14606,14300,16333,24910,33030,10717,20366,367155,159006,54297,17796,104426,26940,5254,40,30,0
2021/06/02,0,32,14,10928,10692,23010,22391,26792,28657,35752,40033,55380,58712,49415,54750,35433,45733,11318,21498,5,2,2913,3087,7029,7894,7573,10524,9041,14561,11449,14540,12939,14844,24792,32857,10713,20359,366555,155163,54291,17785,104425,26914,5230,40,30,0
2021/06/01,0,19,7,10509,10344,22352,21881,26106,28077,35029,39451,52377,55564,49026,54343,35314,45570,11302,21472,5,2,2457,2730,5675,7210,6297,9949,7640,13889,10311,13577,8619,9271,24312,32174,10690,20305,355790,136934,54108,17415,104406,26334,4400,40,30,0
2021/05/31,0,18,6,10228,10114,21775,21481,25698,27827,34706,39247,50923,54163,48927,54219,35280,45529,11295,21464,5,2,2348,2611,5385,6963,6033,9726,7274,13650,10053,13416,8567,9209,24286,32125,10682,20292,351045,136154,54061,17295,104375,25768,3380,40,30,0
2021/05/30,0,17,6,10171,10064,21680,21440,25633,27792,34594,39177,50557,53822,48902,54194,35274,45523,11293,21461,5,2,2310,2581,5278,6883,5933,9657,7086,13562,9827,13319,8520,9158,24270,32118,10681,20287,349855,135555,54039,17120,104358,25463,3309,40,30,0
2021/05/29,0,16,6,10157,10052,21646,21420,25616,27779,34573,39164,50544,53804,48898,54190,35271,45522,11293,21461,5,2,2289,2531,5235,6755,5872,9524,6969,13364,9688,13097,8449,9066,24203,32051,10680,20286,349697,135272,54039,17067,104337,24397,3300,40,30,0
2021/05/28,0,16,6,10096,9982,21570,21307,25533,27657,34495,39064,50465,53705,48875,54172,35262,45514,11293,21457,5,2,2207,2262,4622,6220,5246,8804,6601,12401,9192,12102,8270,8866,23831,31569,10679,20283,348835,133759,54026,16970,104277,19111,3293,39,29,0
2021/05/27,0,15,6,9826,9734,21039,20930,24988,27295,33970,38685,49851,53094,48703,53981,35192,45440,11289,21437,3,2,1964,1994,4048,5701,4569,8200,6090,11629,8242,10774,7763,8205,22263,29414,10663,20261,344540,128080,53613,15839,104173,14726,3111,39,29,0
2021/05/26,0,15,6,9547,9486,20321,20365,24115,26623,32707,37657,49086,52389,48448,53692,35115,45329,11277,21413,3,1,1906,1921,3949,5574,4435,8033,5881,11367,7915,10390,7198,7474,19820,25978,10643,20217,339817,119561,50647,15586,104120,14561,2969,39,28,0
2021/05/25,0,14,6,9282,9249,19906,20008,23676,26229,32194,37139,48192,51411,48149,53374,35028,45187,11265,21384,3,1,1841,1871,3829,5474,4295,7883,5672,11141,7598,10067,6571,6631,15676,20577,10622,20159,334221,107305,50564,15543,104046,14211,2824,39,28,0
2021/05/24,0,14,6,9067,9088,19337,19715,22900,25841,30685,36126,47967,51240,48057,53274,34999,45157,11263,21383,3,1,1815,1853,3781,5443,4229,7840,5604,11080,7521,10010,6544,6605,15662,20568,10622,20159,332630,107177,46775,15529,103985,13916,2691,39,27,0
2021/05/23,0,14,6,8859,8882,18982,19422,22477,25494,30264,35805,47376,50728,47623,52819,34896,45011,11255,21374,3,1,1813,1852,3772,5438,4224,7834,5593,11072,7510,10000,6538,6593,15662,20566,10622,20159,327804,107112,46773,15527,103983,13897,2689,39,27,0
2021/05/22,0,14,6,8827,8844,18930,19378,22430,25463,30211,35774,47268,50657,47604,52796,34893,45002,11252,21374,3,1,1811,1848,3757,5425,4220,7828,5588,11065,7503,9996,6535,6590,15659,20565,10622,20159,327255,107072,46773,15527,103983,13875,2674,39,27,0
2021/05/21,0,13,6,8550,8488,18488,18863,22065,24817,29784,34965,46779,49988,47515,52671,34855,44959,11249,21369,3,1,1746,1808,3680,5387,4175,7792,5555,11018,7460,9945,6505,6564,15580,20468,10621,20158,322035,106752,46742,15526,103959,13511,2650,39,27,0
2021/05/20,0,12,6,7978,7943,17543,18068,21057,23902,28463,33761,45030,48158,47073,52209,34747,44804,11231,21350,3,1,1446,1644,3369,5095,3909,7404,5255,10540,7077,9490,6270,6305,14261,18919,10598,20119,310419,102978,46654,15039,103731,11169,2493,39,26,0
2021/05/19,0,12,6,7712,7630,16939,17465,20154,23023,27230,32499,43233,46068,46542,51652,34596,44583,11210,21318,3,1,1380,1561,3169,4880,3696,7150,5028,10188,6779,9160,5983,5969,12042,16055,10580,20057,299263,96707,46611,14559,103684,10114,2276,39,25,0
2021/05/18,0,11,6,7184,7090,15788,16444,18884,21774,25722,30868,40542,42832,45712,50705,34359,44279,11185,21276,3,1,1357,1536,3107,4806,3620,7029,4893,10056,6598,8948,5717,5692,10332,13872,10556,20003,283473,91550,45408,14506,103574,9876,2169,38,25,0
2021/05/17,0,11,6,7104,7025,15603,16331,18666,21606,25320,30539,38788,41194,45600,50624,34311,44214,11175,21252,3,1,1323,1513,3050,4759,3555,6969,4823,9952,6501,8847,5675,5652,10318,13854,10552,19995,283241,91477,40640,14225,103527,9690,1925,37,25,0
2021/05/16,0,10,5,6989,6972,15480,16242,18535,21498,25138,30424,35803,38424,45563,50589,34289,44190,11172,21247,3,1,1300,1494,3006,4719,3505,6910,4738,9882,6407,8767,5643,5615,10305,13838,10550,19992,282955,91426,34489,13959,103406,9580,1686,35,24,0
2021/05/15,0,10,5,6964,6941,15419,16185,18489,21456,25070,30379,35767,38383,45540,50562,34282,44185,11172,21247,3,1,1287,1467,2974,4648,3486,6841,4719,9801,6384,8716,5637,5611,10300,13837,10550,19992,282469,91368,34488,13954,103392,9235,1673,35,24,0
2021/05/14,0,10,4,6791,6569,15067,15689,18175,21037,24732,29918,35520,38033,45511,50530,34272,44180,11172,21245,3,1,1227,1406,2893,4545,3433,6739,4654,9649,6301,8586,5608,5566,10287,13827,10550,19991,281395,91277,34337,13933,101083,8427,1606,35,23,0
2021/05/13,0,10,4,6435,6242,14309,15106,17462,20402,23868,29177,34750,37360,45224,50186,34193,44057,11168,21234,3,1,1057,1320,2696,4431,3315,6616,4512,9476,6176,8437,5565,5527,10269,13809,10546,19986,274972,91112,34005,13852,100865,7443,1313,33,22,0
2021/05/12,0,10,4,6038,5971,13337,14438,16444,19597,23200,28739,34441,37076,45043,49990,34162,44026,11165,21231,3,1,1053,1318,2689,4423,3297,6611,4507,9466,6167,8432,5557,5520,10266,13804,10544,19985,268729,91047,33993,13840,100861,7438,1297,33,21,0
2021/05/11,0,10,4,5660,5746,12745,13985,14645,18156,20243,26213,32125,34747,43987,48730,33836,43554,11136,21181,3,0,991,1243,2571,4248,3186,6371,4389,9177,6050,8205,5484,5439,10224,13742,10536,19967,251429,90567,33713,13618,100414,6506,1115,33,20,0
2021/05/10,0,10,4,5511,5645,12474,13858,14290,17931,19437,25643,30748,33724,43457,48115,33778,43465,11128,21162,3,0,948,1184,2472,4084,3092,6171,4263,8913,5926,8006,5445,5406,10212,13725,10532,19958,245943,90453,33500,13557,100103,5509,801,33,20,0
2021/05/09,0,10,4,5108,5407,11291,13328,13289,17569,18406,25310,30203,33434,43401,48042,33752,43451,11125,21154,3,0,923,1152,2373,3977,3002,6033,4131,8736,5832,7902,5436,5392,10205,13720,10527,19954,240623,90405,33425,13515,99761,4917,442,33,19,0
2021/05/08,0,10,4,5096,5399,11269,13308,13264,17549,18376,25276,30162,33390,43393,48030,33751,43447,11125,21154,3,0,919,1145,2360,3970,2997,6033,4127,8730,5829,7899,5433,5389,10202,13715,10527,19954,240352,90379,33423,13515,99758,4882,437,33,19,0
2021/05/07,0,10,4,4995,5314,11041,13140,12975,17327,17768,24675,29211,32497,43199,47789,33695,43375,11121,21148,3,0,889,1114,2326,3915,2952,5983,4074,8676,5744,7845,5385,5341,10189,13706,10527,19953,237840,90240,31536,13511,99650,4626,226,32,19,0
2021/05/06,0,10,4,4580,5029,10372,12722,12215,16660,16170,23229,26664,30102,42498,47040,33528,43138,11105,21127,3,0,830,1057,2192,3667,2784,5673,3879,8202,5545,7523,5333,5287,10166,13678,10525,19947,229066,90054,28193,13197,98833,2952,69,32,19,0
2021/05/05,0,10,4,4272,4798,9769,12275,11494,16074,15068,22200,23811,27341,41515,45932,33245,42752,11087,21085,3,0,814,1033,2129,3543,2726,5517,3786,7991,5449,7387,5282,5232,10128,13637,10523,19944,216024,89783,28007,13059,98610,2204,59,32,19,0
2021/05/04,0,10,4,3924,4346,9104,11583,10720,15234,13764,20947,20207,23931,40165,44469,32871,42229,11064,21046,3,0,796,1002,2060,3426,2655,5381,3693,7838,5352,7263,5243,5186,10097,13608,10521,19941,198964,89555,27989,12760,98582,1679,52,31,19,0
2021/05/03,0,10,4,3681,3927,8696,11089,10238,14609,13227,20292,19482,23281,39897,44216,32792,42125,11061,21031,3,0,783,972,1992,3323,2596,5273,3632,7723,5300,7176,5227,5173,10081,13590,10518,19935,193098,89406,27977,12749,98517,1088,35,31,19,0
2021/05/02,0,10,4,3679,3924,8675,11080,10228,14599,13204,20280,19464,23269,39893,44213,32791,42124,11060,21031,3,0,779,953,1961,3242,2549,5177,3585,7598,5280,7111,5223,5169,10080,13586,10518,19933,192997,89386,27964,12717,98508,598,28,31,18,0
2021/05/01,0,10,4,3676,3917,8662,11066,10219,14588,13196,20277,19450,23261,39893,44210,32790,42124,11060,21031,3,0,777,953,1959,3242,2548,5177,3585,7598,5280,7111,5223,5169,10080,13586,10517,19933,192906,89384,27962,12714,98508,598,27,31,18,0
2021/04/30,0,10,3,3653,3892,8618,11031,10175,14548,13134,20237,19348,23108,39624,43886,32769,42103,11059,21031,3,0,771,947,1943,3233,2547,5169,3581,7591,5278,7104,5220,5166,10076,13585,10517,19933,191978,89355,27692,12710,98502,556,26,31,17,0
2021/04/29,0,10,3,3385,3717,8182,10761,9625,14262,12634,19872,18610,22377,36559,40434,32506,41737,11048,20995,3,0,758,933,1893,3172,2497,5103,3515,7450,5187,7004,5179,5131,10053,13542,10515,19927,186410,89146,21860,12554,98394,123,23,30,16,0
2021/04/28,0,10,3,3218,3651,7914,10650,9228,14088,12253,19637,18125,21941,32771,36117,32288,41436,11035,20973,3,0,741,916,1866,3132,2452,5054,3477,7393,5120,6940,5113,5069,10001,13483,10512,19917,175237,88929,21706,12112,98347,115,18,30,15,0
2021/04/27,0,9,3,3138,3585,7651,10521,8875,13914,11767,19412,17643,21449,27199,29922,31912,40930,11014,20940,3,0,731,902,1834,3096,2415,5008,3423,7334,5065,6864,5063,4999,9965,13430,10508,19908,159871,88715,21684,11689,98281,112,18,30,14,0
2021/04/26,0,9,3,3081,3548,7507,10456,8707,13853,11537,19346,17117,21061,27162,29888,31898,40915,11014,20940,3,0,708,870,1763,3037,2347,4952,3355,7240,4967,6758,4963,4924,9886,13346,10506,19905,159281,88578,21466,10810,97248,111,18,29,13,0
2021/04/25,0,9,3,3044,3531,7347,10405,8470,13803,11204,19302,16284,20592,25607,28223,31844,40851,11014,20937,3,0,708,869,1757,3032,2339,4949,3349,7232,4962,6748,4959,4919,9878,13335,10506,19905,158795,88554,21457,10772,92171,95,18,29,11,0
2021/04/24,0,9,3,3040,3524,7332,10390,8458,13794,11189,19292,16261,20574,25561,28160,31841,40845,11013,20936,3,0,708,869,1757,3031,2339,4949,3347,7232,4962,6748,4959,4917,9876,13334,10506,19905,158579,88546,21453,10772,92143,95,18,29,11,0
2021/04/23,0,9,3,3022,3506,7291,10346,8411,13753,11121,19232,16199,20509,25137,27656,31808,40789,11010,20933,3,0,698,861,1739,3022,2323,4919,3295,7193,4862,6650,4819,4794,9704,13135,10500,19890,157385,88251,21316,10034,91987,94,18,29,10,0
2021/04/22,0,8,3,2942,3427,7098,10160,7872,13346,9908,18434,14643,19458,23117,25222,31595,40521,10991,20903,3,0,633,811,1626,2908,2196,4752,3135,7020,4677,6449,4662,4620,9191,12477,10463,19811,152564,86329,16016,9002,91024,75,18,26,10,0
2021/04/21,0,8,3,2890,3379,6972,10071,7660,13190,9539,18193,14170,19009,20599,22081,31293,40132,10972,20877,3,0,583,786,1547,2829,2109,4660,3008,6877,4514,6284,4477,4440,8618,11709,10417,19718,145542,84521,15239,7963,90213,67,18,26,10,0
2021/04/20,0,8,3,2850,3340,6865,9981,7520,13077,9287,17973,13677,18616,17203,18014,30978,39656,10955,20842,3,0,553,750,1474,2765,2022,4580,2905,6755,4379,6122,4288,4244,7748,10489,10347,19566,136672,81576,14993,7326,89136,62,18,26,8,0
2021/04/19,0,8,3,2835,3331,6817,9940,7467,13040,9210,17900,13538,18498,16865,17631,30945,39620,10953,20837,3,0,494,710,1351,2669,1922,4482,2770,6597,4182,5931,4033,3943,5886,8040,10128,19160,136342,75680,14797,6538,88255,58,18,26,7,0
2021/04/18,0,8,3,2819,3317,6740,9914,7362,12988,9012,17834,12698,18368,15450,16221,30877,39557,10949,20830,3,0,488,704,1339,2661,1907,4471,2737,6568,4121,5880,3957,3872,5470,7405,10080,19076,136118,74171,14654,6489,84131,54,18,26,7,0
2021/04/17,0,8,3,2808,3312,6721,9891,7331,12967,8980,17795,12665,18348,15398,16171,30824,39487,10948,20830,3,0,488,701,1339,2659,1906,4467,2733,6563,4118,5876,3955,3869,5465,7404,10079,19075,135762,74134,14650,6487,84031,54,18,26,7,0
2021/04/16,0,8,3,2795,3298,6688,9876,7277,12925,8904,17743,12556,18244,15149,15888,30305,38838,10945,20822,3,0,487,698,1334,2655,1897,4463,2727,6556,4110,5867,3949,3863,5448,7375,10077,19073,134226,74031,14642,6474,83353,52,18,25,7,0
2021/04/15,0,8,3,2742,3243,6556,9779,7087,12747,8560,17470,12081,17777,14089,14662,28182,36026,10926,20799,3,0,478,692,1330,2628,1883,4439,2704,6526,4068,5815,3891,3788,5415,7321,10069,19060,128294,73708,14367,6336,80034,42,17,25,7,0
2021/04/14,0,7,1,2686,3191,6461,9684,6940,12587,8287,17202,11647,17317,12907,13276,23462,29943,10905,20743,3,0,474,685,1316,2618,1870,4420,2682,6501,4026,5778,3843,3735,5352,7265,10038,19022,115887,73402,14332,6180,76986,22,17,24,7,0
2021/04/13,0,7,1,2635,3155,6333,9598,6787,12452,8008,16950,11220,16892,10241,10347,20373,25766,10881,20699,3,0,457,661,1269,2574,1818,4357,2575,6401,3844,5615,3631,3550,5200,7126,10029,18999,107429,73052,14137,5015,70738,18,17,24,7,0
2021/04/12,0,7,1,2614,3141,6273,9569,6680,12366,7815,16821,10971,16681,8876,8853,19551,24792,10879,20690,3,0,451,653,1250,2556,1801,4332,2541,6362,3794,5563,3567,3502,5165,7085,10024,18977,107298,72912,14082,4674,65159,16,17,24,7,0
2021/04/11,0,7,1,2586,3130,6176,9543,6564,12329,7650,16770,10768,16576,7602,7575,17819,22813,10877,20686,3,0,450,653,1249,2554,1801,4331,2541,6362,3790,5558,3562,3501,5159,7083,10024,18977,107223,72899,14075,4662,58134,14,16,24,7,0
2021/04/10,0,7,1,2584,3128,6166,9538,6555,12324,7644,16765,10761,16568,7593,7563,17809,22806,10877,20686,3,0,450,649,1246,2550,1800,4328,2539,6358,3786,5557,3553,3487,5151,7068,10024,18977,107136,72835,14075,4655,58125,14,15,24,7,0
2021/04/09,0,7,1,2522,3029,6029,9327,6400,12062,7389,16359,10447,16072,7434,7355,17690,22626,10876,20684,3,0,445,644,1228,2537,1774,4310,2507,6307,3707,5475,3434,3377,5008,6969,10019,18975,106651,72744,14045,3942,55575,12,14,24,7,0
2021/04/08,0,7,1,2443,2958,5933,9207,6296,11932,7217,16174,10191,15884,7236,7094,16423,21165,10866,20653,3,0,437,638,1212,2503,1748,4273,2478,6235,3652,5409,3356,3330,4927,6864,9997,18929,102988,72289,13691,3671,54964,11,13,24,7,0
2021/04/07,0,7,1,2415,2922,5860,9135,6203,11858,7084,16072,9948,15732,6938,6767,14094,18211,10845,20606,3,0,431,636,1201,2490,1735,4249,2464,6195,3584,5350,3283,3276,4868,6802,9988,18899,96809,72001,13531,3423,54323,10,13,22,7,0
2021/04/06,0,7,1,2398,2892,5760,9067,6112,11778,6930,15959,9705,15550,6581,6404,11981,15588,10818,20547,3,0,427,629,1192,2462,1724,4226,2438,6157,3519,5286,3197,3227,4822,6750,9982,18881,91746,71754,13231,3141,53068,10,11,22,6,0
2021/04/05,0,7,1,2390,2881,5740,9050,6101,11759,6913,15938,9685,15522,6455,6304,10702,14290,10817,20546,3,0,423,621,1188,2447,1718,4210,2422,6125,3486,5245,3168,3188,4801,6705,9975,18863,91660,71559,13192,3004,50218,9,10,21,6,0
2021/04/04,0,7,1,2390,2880,5737,9046,6099,11759,6911,15938,9682,15520,6450,6299,10702,14288,10817,20546,3,0,423,620,1188,2446,1718,4210,2421,6125,3486,5245,3167,3188,4798,6705,9974,18861,91650,71550,13189,3003,50205,9,10,18,6,0
2021/04/03,0,7,1,2386,2873,5730,9038,6093,11754,6906,15934,9679,15517,6447,6294,10695,14285,10817,20546,3,0,423,620,1188,2446,1718,4210,2421,6125,3486,5244,3167,3188,4798,6705,9974,18861,91590,71549,13186,3003,50198,9,10,18,6,0
2021/04/02,0,7,1,2384,2871,5725,9031,6089,11751,6901,15933,9674,15514,6443,6287,10680,14256,10816,20545,3,0,420,618,1187,2446,1717,4209,2419,6125,3485,5237,3142,3171,4788,6696,9974,18861,91501,71471,13183,3002,50197,9,10,17,6,0
2021/04/01,0,7,1,2362,2868,5695,9001,6046,11708,6860,15878,9618,15458,6349,6190,10382,13907,10793,20496,3,0,418,602,1184,2440,1710,4198,2403,6108,3458,5216,3074,3119,4725,6619,9896,18743,90509,70894,13159,2999,49925,9,9,17,5,0
2021/03/31,0,7,1,2328,2841,5620,8932,5977,11613,6758,15766,9484,15325,6206,6047,9830,13157,10746,20402,3,0,412,596,1178,2428,1703,4182,2396,6095,3438,5182,3042,3086,4675,6561,9838,18641,88516,70440,12943,2997,49558,9,6,17,4,0
