Datum;BundeslandID;Bevölkerung;Name;EingetrageneImpfungen;EingetrageneImpfungenPro100;Teilgeimpfte;TeilgeimpftePro100;Vollimmunisierte;VollimmunisiertePro100;Gruppe_<15_M_1;Gruppe_<15_W_1;Gruppe_<15_D_1;Gruppe_15-24_M_1;Gruppe_15-24_W_1;Gruppe_15-24_D_1;Gruppe_25-34_M_1;Gruppe_25-34_W_1;Gruppe_25-34_D_1;Gruppe_35-44_M_1;Gruppe_35-44_W_1;Gruppe_35-44_D_1;Gruppe_45-54_M_1;Gruppe_45-54_W_1;Gruppe_45-54_D_1;Gruppe_55-64_M_1;Gruppe_55-64_W_1;Gruppe_55-64_D_1;Gruppe_65-74_M_1;Gruppe_65-74_W_1;Gruppe_65-74_D_1;Gruppe_75-84_M_1;Gruppe_75-84_W_1;Gruppe_75-84_D_1;Gruppe_>84_M_1;Gruppe_>84_W_1;Gruppe_>84_D_1;Gruppe_<15_M_2;Gruppe_<15_W_2;Gruppe_<15_D_2;Gruppe_15-24_M_2;Gruppe_15-24_W_2;Gruppe_15-24_D_2;Gruppe_25-34_M_2;Gruppe_25-34_W_2;Gruppe_25-34_D_2;Gruppe_35-44_M_2;Gruppe_35-44_W_2;Gruppe_35-44_D_2;Gruppe_45-54_M_2;Gruppe_45-54_W_2;Gruppe_45-54_D_2;Gruppe_55-64_M_2;Gruppe_55-64_W_2;Gruppe_55-64_D_2;Gruppe_65-74_M_2;Gruppe_65-74_W_2;Gruppe_65-74_D_2;Gruppe_75-84_M_2;Gruppe_75-84_W_2;Gruppe_75-84_D_2;Gruppe_>84_M_2;Gruppe_>84_W_2;Gruppe_>84_D_2;Gruppe_NichtZuordenbar;EingetrageneImpfungenBioNTechPfizer_1;EingetrageneImpfungenModerna_1;EingetrageneImpfungenAstraZeneca_1;EingetrageneImpfungenBioNTechPfizer_2;EingetrageneImpfungenModerna_2;EingetrageneImpfungenAstraZeneca_2;EingetrageneImpfungenJanssen;ImpfstoffNichtZugeordnet_1;ImpfstoffNichtZugeordnet_2
2021-02-14T23:59:59+01:00;3;1690879;Niederösterreich;85932;5.082090439;54887;3.246063142;31045;1.836027297;2;3;0;1752;1507;0;2353;3692;0;2498;6306;0;3245;9558;0;3857;7576;0;1931;1914;0;1620;2645;0;917;3511;0;1;0;0;813;661;0;1289;1884;0;1528;3230;0;1942;4965;0;2334;3991;0;1065;1091;0;985;1777;0;657;2832;0;0;51742;725;2417;31041;1;0;0;3;3
2021-02-14T23:59:59+01:00;4;1495608;Oberösterreich;78703;5.262274607;50179;3.355090371;28524;1.907184235;2;1;0;946;685;0;1611;2083;0;1555;3211;0;1835;4738;0;2457;3987;0;1524;1586;0;4927;7189;0;3856;7986;0;1;1;0;207;264;0;665;1248;0;809;1987;0;1031;3103;0;1396;2603;0;860;1003;0;2659;3966;0;2031;4690;0;0;44141;2304;3730;28520;3;0;0;4;1
2021-02-14T23:59:59+01:00;5;560710;Salzburg;25944;4.62699078;14174;2.527866455;11770;2.099124325;0;0;0;169;208;0;519;833;0;685;1268;0;795;1922;0;931;1642;0;542;577;0;660;1100;0;536;1787;0;0;0;0;115;165;0;392;650;0;520;1031;0;627;1576;0;765;1363;0;464;502;0;561;963;0;465;1611;0;0;13604;535;33;11768;2;0;0;2;0
2021-02-14T23:59:59+01:00;6;1247077;Steiermark;69193;5.548414412;39745;3.187052604;29448;2.361361808;1;0;0;343;495;0;1109;2261;0;1515;3908;0;2056;5748;0;2831;4453;0;2001;2012;0;2053;3152;0;1298;4509;0;1;0;0;245;331;0;798;1622;0;1140;2904;0;1487;4261;0;2122;3289;0;1456;1510;0;1457;2351;0;942;3532;0;0;37978;554;1210;29446;1;0;0;3;1
2021-02-14T23:59:59+01:00;7;760105;Tirol;35678;4.693825195;21117;2.778168806;14561;1.91565639;0;2;0;308;299;0;834;1278;0;909;1808;0;1214;2719;0;1390;2332;0;909;806;0;1175;1750;0;814;2570;0;0;2;0;123;165;0;525;857;0;620;1180;0;837;1891;0;920;1598;0;565;556;0;799;1268;0;590;2065;0;0;17999;2506;599;14475;76;0;0;13;10
2021-02-14T23:59:59+01:00;8;399237;Vorarlberg;24906;6.238399748;13953;3.494916553;10953;2.743483194;0;1;0;274;269;0;465;794;0;502;1218;0;692;1875;0;947;1835;0;564;633;0;550;758;0;786;1790;0;0;0;0;246;253;0;431;733;0;464;1122;0;637;1656;0;850;1614;0;483;532;0;400;555;0;228;749;0;0;12579;1371;3;10953;0;0;0;0;0
2021-02-14T23:59:59+01:00;9;1920949;Wien;94122;4.899765689;57004;2.967491589;37118;1.9322741;3;4;0;1425;1299;0;3762;5071;0;3139;5796;1;3047;8197;0;3474;6787;0;1486;1715;0;1710;3482;0;1416;5190;0;0;0;0;818;900;0;2571;3455;0;2170;3895;0;2097;5425;0;2452;4571;0;1028;1134;0;1003;2007;0;698;2894;0;0;54351;1099;1539;37115;2;0;0;15;1
2021-02-14T23:59:59+01:00;10;8932664;Österreich;475575;5.323999649;286887;3.211662277;188688;2.112337372;8;12;0;5576;5168;0;11522;17474;0;11871;26286;1;14145;39002;0;17651;31762;0;10171;10303;0;14648;22930;0;12879;35351;0;3;4;0;2714;2934;0;7282;11473;0;8055;17259;0;9603;25902;0;12198;21226;0;6836;7148;0;8969;14614;0;7989;24391;0;215;266187;9914;10740;188579;89;0;0;46;20
2021-02-15T23:59:59+01:00;0;;KeineZuordnung;15708;;9628;;6080;;0;0;0;37;51;0;234;320;0;260;502;0;238;659;0;247;376;0;303;243;0;781;915;0;1237;3097;0;0;0;0;19;33;0;171;229;0;190;332;0;162;470;0;165;254;0;183;157;0;435;549;0;728;1914;0;217;9215;265;144;6073;4;0;0;4;3
2021-02-15T23:59:59+01:00;1;296010;Burgenland;15086;5.096449444;8821;2.979966893;6265;2.116482551;0;0;0;257;232;0;360;559;0;338;1092;0;421;1656;0;597;1212;0;294;257;0;216;411;0;155;764;0;0;0;0;81;86;0;223;355;0;236;727;0;305;1173;0;445;848;0;223;196;0;188;365;0;142;672;0;0;7708;24;1089;6265;0;0;0;0;0
2021-02-15T23:59:59+01:00;2;562089;Kärnten;31122;5.536845589;17989;3.200382858;13133;2.336462731;0;1;0;69;132;0;289;614;0;481;1222;0;619;1996;0;937;1591;0;617;564;0;1060;1657;0;1918;4222;0;0;1;0;52;78;0;226;448;0;385;864;0;484;1409;0;755;1113;0;511;472;0;491;833;0;1526;3485;0;0;17227;724;36;13132;0;0;0;2;1
2021-02-15T23:59:59+01:00;3;1690879;Niederösterreich;87162;5.154833669;55792;3.2995856;31370;1.855248069;2;3;0;1841;1538;0;2398;3753;0;2540;6397;0;3315;9662;0;3903;7654;0;1942;1924;0;1678;2705;0;967;3570;0;1;0;0;828;671;0;1306;1909;0;1555;3253;0;1976;5006;0;2360;4047;0;1075;1100;0;992;1787;0;660;2844;0;0;52077;754;2958;31366;1;0;0;3;3
2021-02-15T23:59:59+01:00;4;1495608;Oberösterreich;80016;5.35006499;50653;3.386783168;29363;1.963281823;2;1;0;1042;719;0;1689;2117;0;1617;3230;0;1878;4760;0;2492;4000;0;1531;1588;0;4936;7201;0;3859;7991;0;1;1;0;214;276;0;674;1266;0;827;2027;0;1047;3169;0;1426;2671;0;889;1048;0;2748;4104;0;2102;4873;0;0;44183;2339;4126;29358;4;0;0;5;1
2021-02-15T23:59:59+01:00;5;560710;Salzburg;26151;4.663908259;14257;2.542669116;11894;2.121239143;0;0;0;174;216;0;522;845;0;686;1277;0;798;1931;0;949;1651;0;543;578;0;660;1103;0;537;1787;0;0;0;0;122;168;0;403;661;0;537;1049;0;645;1590;0;772;1375;0;464;504;0;563;965;0;465;1611;0;0;13610;537;108;11892;2;0;0;2;0
2021-02-15T23:59:59+01:00;6;1247077;Steiermark;70177;5.627318923;40301;3.23163686;29876;2.395682063;1;0;0;351;500;0;1133;2316;0;1578;4069;0;2098;5840;0;2862;4492;0;2006;2014;0;2064;3161;0;1300;4516;0;1;0;0;252;336;0;816;1649;0;1156;2943;0;1529;4313;0;2160;3319;0;1472;1531;0;1481;2387;0;957;3574;0;0;37997;618;1683;29874;1;0;0;3;1
2021-02-15T23:59:59+01:00;7;760105;Tirol;35729;4.700534795;21121;2.778695049;14608;1.921839746;0;2;0;308;299;0;835;1278;0;910;1808;0;1215;2719;0;1390;2332;0;909;806;0;1175;1750;0;814;2571;0;0;2;0;123;165;0;526;865;0;624;1185;0;843;1897;0;924;1601;0;566;557;0;801;1269;0;591;2069;0;0;18001;2506;601;14521;77;0;0;13;10
2021-02-15T23:59:59+01:00;8;399237;Vorarlberg;24963;6.252676981;13954;3.495167031;11009;2.75750995;0;1;0;274;269;0;465;794;0;503;1218;0;692;1875;0;947;1835;0;564;633;0;550;758;0;786;1790;0;0;0;0;246;253;0;431;734;0;464;1122;0;637;1662;0;852;1623;0;493;537;0;404;558;0;236;757;0;0;12580;1371;3;11009;0;0;0;0;0
2021-02-15T23:59:59+01:00;9;1920949;Wien;96633;5.030482329;58306;3.035270588;38327;1.995211742;3;4;0;1491;1327;0;3847;5148;0;3182;5905;1;3103;8351;0;3518;6896;0;1506;1746;0;1762;3609;0;1471;5436;0;0;0;0;827;906;0;2619;3522;0;2209;3963;0;2151;5545;0;2518;4677;0;1055;1170;0;1088;2179;0;769;3129;0;0;54593;1709;1989;38324;2;0;0;15;1
2021-02-15T23:59:59+01:00;10;8932664;Österreich;482747;5.404289247;290822;3.255714085;191925;2.148575162;8;12;0;5844;5283;0;11772;17744;0;12095;26720;1;14377;39449;0;17842;32039;0;10215;10353;0;14882;23270;0;13044;35744;0;3;4;0;2764;2972;0;7395;11638;0;8183;17465;0;9779;26234;0;12377;21528;0;6931;7272;0;9191;14996;0;8176;24928;0;217;267191;10847;12737;191814;91;0;0;47;20
2021-02-16T23:59:59+01:00;0;;KeineZuordnung;16066;;9745;;6321;;0;0;0;38;52;0;240;323;0;267;515;0;242;665;0;251;384;0;307;244;0;800;924;0;1249;3116;0;0;0;0;20;35;0;178;236;0;195;340;0;167;481;0;171;261;0;193;163;0;465;578;0;764;1985;0;217;9281;279;181;6314;4;0;0;4;3
2021-02-16T23:59:59+01:00;1;296010;Burgenland;15355;5.187324753;8861;2.99347995;6494;2.193844803;0;0;0;259;232;0;362;563;0;339;1098;0;423;1668;0;600;1218;0;294;257;0;216;412;0;156;764;0;0;0;0;82;88;0;227;366;0;244;739;0;315;1201;0;461;871;0;235;203;0;199;387;0;148;728;0;0;7715;27;1119;6494;0;0;0;0;0
2021-02-16T23:59:59+01:00;2;562089;Kärnten;32277;5.742329062;19104;3.39875002;13173;2.343579042;0;1;0;74;148;0;315;717;0;516;1363;0;674;2209;0;987;1750;0;626;566;0;1143;1763;0;1968;4284;0;0;1;0;52;78;0;228;453;0;389;870;0;485;1413;0;758;1120;0;511;472;0;492;836;0;1527;3488;0;0;17551;1062;489;13170;2;0;0;2;1
2021-02-16T23:59:59+01:00;3;1690879;Niederösterreich;90482;5.35118125;58167;3.440045089;32315;1.911136161;2;3;0;1876;1594;0;2486;3922;0;2618;6670;0;3438;10029;0;4017;7922;0;1968;1952;0;1890;2939;0;1087;3754;0;1;0;0;846;684;0;1335;1955;0;1596;3321;0;2031;5177;0;2422;4145;0;1129;1139;0;1047;1875;0;677;2935;0;0;53159;767;4238;32310;2;0;0;3;3
2021-02-16T23:59:59+01:00;4;1495608;Oberösterreich;82900;5.542896267;51288;3.429240817;31612;2.11365545;2;1;0;1049;738;0;1709;2194;0;1635;3329;0;1897;4869;0;2506;4077;0;1559;1602;0;4965;7218;0;3891;8047;0;1;1;0;226;286;0;689;1300;0;846;2077;0;1067;3235;0;1468;2736;0;919;1079;0;3166;4655;0;2427;5434;0;0;44312;2421;4550;31606;5;0;0;5;1
2021-02-16T23:59:59+01:00;5;560710;Salzburg;26522;4.73007437;14485;2.583331847;12037;2.146742523;0;0;0;189;225;0;528;872;0;692;1311;0;812;1966;0;978;1698;0;544;581;0;662;1103;0;537;1787;0;0;0;0;125;169;0;410;671;0;547;1068;0;674;1617;0;786;1393;0;466;507;0;563;965;0;465;1611;0;0;13613;576;294;12035;2;0;0;2;0
2021-02-16T23:59:59+01:00;6;1247077;Steiermark;71911;5.766364066;40934;3.282395554;30977;2.483968512;1;0;0;361;522;0;1206;2459;0;1623;4142;0;2130;5893;0;2890;4533;0;2025;2030;0;2085;3191;0;1307;4536;0;1;0;0;259;355;0;839;1694;0;1188;3019;0;1584;4449;0;2230;3439;0;1547;1593;0;1536;2494;0;999;3751;0;0;38102;728;2101;30975;1;0;0;3;1
2021-02-16T23:59:59+01:00;7;760105;Tirol;37403;4.920767526;22288;2.932226469;15115;1.988541057;0;2;0;324;339;0;863;1309;0;927;1864;0;1254;2802;0;1427;2388;0;938;839;0;1349;1978;0;942;2743;0;0;2;0;131;173;0;548;892;0;641;1247;0;869;1970;0;947;1678;0;587;594;0;819;1306;0;600;2111;0;0;18900;2507;866;14988;117;0;0;15;10
2021-02-16T23:59:59+01:00;8;399237;Vorarlberg;25355;6.350864274;13957;3.495918464;11398;2.854945809;0;1;0;274;269;0;466;794;0;503;1218;0;694;1875;0;947;1835;0;564;633;0;550;758;0;786;1790;0;0;0;0;250;257;0;434;742;0;470;1148;0;653;1713;0;877;1677;0;514;571;0;422;602;0;248;820;0;0;12580;1371;6;11398;0;0;0;0;0
2021-02-16T23:59:59+01:00;9;1920949;Wien;99211;5.164686829;59053;3.074157617;40158;2.090529212;3;4;0;1506;1345;0;3893;5235;0;3241;5992;1;3160;8466;0;3584;7002;0;1517;1760;0;1777;3632;0;1479;5456;0;0;0;0;862;928;0;2700;3651;0;2285;4143;0;2235;5823;0;2606;4889;0;1098;1234;0;1174;2353;0;833;3344;0;0;55058;1711;2268;40152;4;0;0;16;2
2021-02-16T23:59:59+01:00;10;8932664;Österreich;497482;5.569245636;297882;3.334749857;199600;2.234495779;8;12;0;5950;5464;0;12068;18388;0;12361;27502;1;14724;40442;0;18187;32807;0;10342;10464;0;15437;23918;0;13402;36277;0;3;4;0;2853;3053;0;7588;11960;0;8401;17972;0;10080;27079;0;12726;22209;0;7199;7555;0;9883;16051;0;8688;26207;0;217;270271;11449;16112;199442;137;0;0;50;21
2021-02-17T23:59:59+01:00;0;;KeineZuordnung;16497;;9914;;6583;;0;0;0;39;57;0;252;335;0;270;526;0;248;680;0;258;392;0;312;246;0;812;934;0;1275;3148;0;0;0;0;22;35;0;187;244;0;202;359;0;174;493;0;175;275;0;196;170;0;499;609;0;799;2053;0;221;9377;287;246;6576;4;0;0;4;3
2021-02-17T23:59:59+01:00;1;296010;Burgenland;15752;5.321441843;8936;3.018816932;6816;2.302624911;0;0;0;261;234;0;373;565;0;348;1107;0;431;1682;0;605;1224;0;297;260;0;216;413;0;156;764;0;0;0;0;111;100;0;247;392;0;255;769;0;333;1241;0;493;905;0;257;218;0;206;405;0;149;735;0;0;7722;31;1183;6816;0;0;0;0;0
2021-02-17T23:59:59+01:00;2;562089;Kärnten;33875;6.026625677;20439;3.636256892;13436;2.390368785;0;1;0;79;154;0;330;756;0;544;1435;0;706;2317;0;1012;1855;0;636;573;0;1387;2107;0;2086;4461;0;0;1;0;53;87;0;229;458;0;395;900;0;498;1478;0;784;1187;0;532;485;0;494;836;0;1530;3489;0;0;18457;1300;680;13421;14;0;0;2;1
2021-02-17T23:59:59+01:00;3;1690879;Niederösterreich;94900;5.612465469;61331;3.627166699;33569;1.985298771;2;3;0;2049;1707;0;2661;4129;0;2757;6945;0;3599;10382;0;4193;8229;0;2012;1979;0;2164;3257;0;1257;4006;0;1;0;0;873;706;0;1407;2030;0;1665;3463;0;2122;5349;0;2514;4275;0;1186;1185;0;1098;1961;0;707;3027;0;0;54485;803;6040;33563;3;0;0;3;3
2021-02-17T23:59:59+01:00;4;1495608;Oberösterreich;86132;5.758995673;52344;3.499847554;33788;2.259148119;2;1;0;1090;775;0;1766;2296;0;1703;3501;0;1967;5076;0;2584;4183;0;1594;1616;0;4992;7239;0;3900;8059;0;1;1;0;232;292;0;703;1334;0;867;2131;0;1098;3352;0;1507;2822;0;943;1102;0;3515;5200;0;2766;5922;0;0;44365;2583;5391;33779;8;0;0;5;1
2021-02-17T23:59:59+01:00;5;560710;Salzburg;26937;4.804087675;14722;2.625599686;12215;2.178487988;0;0;0;195;228;0;535;887;0;708;1342;0;831;2005;0;1011;1738;0;556;586;0;668;1105;0;538;1789;0;0;0;0;130;174;0;424;677;0;558;1084;0;686;1635;0;795;1407;0;473;512;0;570;978;0;471;1641;0;0;13641;576;503;12212;3;0;0;2;0
2021-02-17T23:59:59+01:00;6;1247077;Steiermark;74092;5.941253026;41865;3.357050126;32227;2.5842029;1;0;0;379;552;0;1260;2579;0;1673;4277;0;2209;6078;0;2970;4669;0;2034;2034;0;2093;3198;0;1312;4547;0;1;0;0;267;372;0;860;1775;0;1243;3155;0;1645;4653;0;2301;3616;0;1597;1647;0;1597;2593;0;1026;3879;0;0;38162;758;2942;32225;1;0;0;3;1
2021-02-17T23:59:59+01:00;7;760105;Tirol;39177;5.154156334;23607;3.105755126;15570;2.048401208;0;2;0;330;378;0;907;1447;0;978;2048;0;1315;3023;0;1493;2548;0;950;856;0;1412;2072;0;1009;2839;0;0;2;0;137;186;0;562;935;0;656;1301;0;897;2034;0;977;1720;0;597;604;0;841;1337;0;613;2171;0;0;19268;2508;1816;15307;253;0;0;15;10
2021-02-17T23:59:59+01:00;8;399237;Vorarlberg;25831;6.4700917;13960;3.496669898;11871;2.973421802;0;1;0;274;269;0;468;794;0;504;1218;0;694;1875;0;947;1835;0;564;633;0;550;758;0;786;1790;0;0;0;0;261;261;0;440;758;0;482;1180;0;660;1789;0;902;1756;0;533;600;0;454;645;0;265;885;0;0;12580;1371;9;11871;0;0;0;0;0
2021-02-17T23:59:59+01:00;9;1920949;Wien;104087;5.4185197;60928;3.171765622;43159;2.246754078;3;4;0;1580;1412;0;4052;5432;0;3378;6174;1;3268;8698;0;3706;7168;0;1540;1784;0;1812;3662;0;1592;5662;0;0;0;0;948;960;0;2832;3809;0;2384;4354;0;2361;6145;0;2736;5142;0;1154;1325;0;1317;2654;0;1086;3952;0;0;55744;1727;3439;43150;7;0;0;18;2
2021-02-17T23:59:59+01:00;10;8932664;Österreich;517280;5.790881645;308046;3.448534502;209234;2.342347143;8;12;0;6276;5766;0;12604;19220;0;12863;28573;1;15268;41816;0;18779;33841;0;10495;10567;0;16106;24745;0;13911;37065;0;3;4;0;3034;3173;0;7891;12412;0;8707;18696;0;10474;28169;0;13184;23105;0;7468;7848;0;10591;17218;0;9412;27754;0;221;273801;11944;22249;208920;293;0;0;52;21
2021-02-18T23:59:59+01:00;0;;KeineZuordnung;16868;;10113;;6755;;0;0;0;39;59;0;259;341;0;274;540;0;253;693;0;261;414;0;317;251;0;832;945;0;1304;3195;0;0;0;0;24;37;0;190;249;0;210;373;0;178;510;0;180;287;0;204;174;0;510;624;0;818;2092;0;231;9510;297;302;6747;5;0;0;4;3
2021-02-18T23:59:59+01:00;1;296010;Burgenland;17006;5.74507618;10094;3.410019932;6912;2.335056248;0;0;0;267;238;0;385;579;0;355;1116;0;454;1698;0;613;1236;0;302;267;0;372;549;0;491;1172;0;0;0;0;119;113;0;250;398;0;260;784;0;339;1257;0;499;915;0;261;221;0;207;405;0;149;735;0;0;8439;417;1238;6912;0;0;0;0;0
2021-02-18T23:59:59+01:00;2;562089;Kärnten;34742;6.180871712;21041;3.743357369;13701;2.437514344;0;1;0;80;162;0;344;779;0;553;1468;0;735;2410;0;1049;1954;0;642;583;0;1445;2194;0;2132;4510;0;0;1;0;53;90;0;231;467;0;403;938;0;509;1543;0;803;1269;0;545;496;0;496;838;0;1530;3489;0;0;18715;1373;951;13686;14;0;0;2;1
2021-02-18T23:59:59+01:00;3;1690879;Niederösterreich;98791;5.842582467;63746;3.769991821;35045;2.072590647;2;3;0;2093;1756;0;2751;4262;1;2866;7159;0;3752;10723;0;4334;8471;0;2070;2062;0;2382;3486;0;1381;4192;0;1;0;0;1027;769;0;1516;2156;0;1740;3653;0;2215;5574;0;2586;4445;0;1218;1229;0;1121;2006;0;722;3067;0;0;55545;948;7250;35038;4;0;0;3;3
2021-02-18T23:59:59+01:00;4;1495608;Oberösterreich;89634;5.993147937;54077;3.615720162;35557;2.377427775;2;1;0;1139;903;0;1847;2528;0;1779;3798;0;2076;5436;0;2659;4431;0;1618;1625;0;5012;7253;0;3908;8062;0;1;1;0;237;295;0;713;1352;0;876;2153;0;1110;3387;0;1526;2843;0;949;1105;0;3896;5718;0;3055;6340;0;0;44405;2639;7028;35548;8;0;0;5;1
2021-02-18T23:59:59+01:00;5;560710;Salzburg;27826;4.962636657;15460;2.757218527;12366;2.205418131;0;0;0;200;266;0;555;936;0;745;1439;0;889;2172;0;1096;1870;0;578;606;0;668;1108;0;540;1792;0;0;0;0;137;176;0;435;687;0;566;1100;0;705;1666;0;808;1430;0;476;514;0;572;981;0;471;1642;0;0;13658;576;1224;12363;3;0;0;2;0
2021-02-18T23:59:59+01:00;6;1247077;Steiermark;76407;6.126887113;42935;3.442850762;33472;2.684036351;1;0;0;395;583;0;1298;2709;0;1729;4452;0;2279;6319;0;3029;4818;0;2053;2053;0;2116;3218;0;1327;4556;0;1;0;0;276;389;0;896;1860;0;1285;3284;0;1706;4812;0;2376;3751;0;1674;1716;0;1671;2703;0;1076;3996;0;0;38318;809;3805;33469;2;0;0;3;1
2021-02-18T23:59:59+01:00;7;760105;Tirol;41741;5.491478151;25682;3.378743726;16059;2.112734425;0;2;0;353;430;0;992;1590;0;1086;2247;0;1450;3277;0;1604;2769;0;987;885;0;1601;2283;0;1110;3016;0;0;2;0;143;193;0;574;966;0;682;1352;0;929;2112;0;1023;1796;0;632;636;0;848;1363;0;618;2190;0;0;20343;2508;2816;15796;253;0;0;15;10
2021-02-18T23:59:59+01:00;8;399237;Vorarlberg;25937;6.496642345;13965;3.497922287;11972;2.998720059;0;1;0;274;269;0;469;794;0;504;1218;0;695;1875;0;948;1835;0;565;633;0;550;759;0;786;1790;0;0;0;0;262;261;0;441;761;0;484;1182;0;663;1797;0;905;1763;0;538;605;0;463;667;0;276;904;0;0;12582;1371;12;11972;0;0;0;0;0
2021-02-18T23:59:59+01:00;9;1920949;Wien;108380;5.642002989;62857;3.272184738;45523;2.369818251;3;5;0;1602;1441;0;4148;5582;0;3462;6325;1;3386;8933;0;3833;7368;0;1592;1853;0;1884;3763;0;1709;5967;0;1;0;0;1005;1010;0;2985;4032;0;2501;4667;0;2488;6557;0;2865;5454;0;1204;1386;0;1362;2761;0;1132;4113;0;0;56952;1738;4149;45513;8;0;0;18;2
2021-02-18T23:59:59+01:00;10;8932664;Österreich;537332;6.015361151;319970;3.582022116;217362;2.433339035;8;13;0;6442;6107;0;13048;20100;1;13353;29762;1;15969;43536;0;19426;35166;0;10724;10818;0;16862;25558;0;14688;38252;0;4;4;0;3283;3333;0;8231;12928;0;9007;19486;0;10842;29215;0;13571;23953;0;7701;8082;0;11146;18066;0;9847;28568;0;231;278467;12676;28775;217044;297;0;0;52;21
2021-02-19T23:59:59+01:00;0;;KeineZuordnung;17314;;10365;;6949;;0;0;0;39;63;0;277;362;0;282;561;0;262;714;0;278;441;0;321;260;0;844;966;0;1329;3227;0;0;0;0;25;38;0;194;256;0;212;379;0;181;525;0;182;298;0;207;179;0;525;638;0;855;2159;0;235;9602;323;436;6941;5;0;0;4;3
2021-02-19T23:59:59+01:00;1;296010;Burgenland;17489;5.908246343;10529;3.556974427;6960;2.351271916;0;0;0;268;243;0;392;588;0;366;1138;0;467;1716;0;623;1243;0;302;269;0;425;596;0;593;1300;0;0;0;0;122;116;0;254;403;0;267;790;0;342;1266;0;502;916;0;263;223;0;207;405;0;149;735;0;0;8619;589;1321;6960;0;0;0;0;0
2021-02-19T23:59:59+01:00;2;562089;Kärnten;35677;6.347215477;21603;3.843341535;14074;2.503873942;0;1;0;83;167;0;356;829;0;574;1557;0;768;2550;0;1082;2021;0;657;592;0;1454;2212;0;2141;4559;0;0;1;0;56;97;0;236;489;0;417;1003;0;524;1623;0;822;1342;0;559;510;0;502;856;0;1531;3506;0;0;18952;1397;1252;14059;14;0;0;2;1
2021-02-19T23:59:59+01:00;3;1690879;Niederösterreich;102301;6.050166807;66348;3.92387628;35953;2.126290527;2;3;0;2225;1852;0;2908;4447;1;2990;7357;0;3889;11010;0;4473;8676;0;2102;2096;0;2622;3751;0;1532;4412;0;1;0;0;1106;804;0;1590;2253;0;1790;3775;0;2287;5731;0;2642;4532;0;1232;1248;0;1126;2020;0;731;3085;0;0;56599;1015;8731;35946;4;0;0;3;3
2021-02-19T23:59:59+01:00;4;1495608;Oberösterreich;94787;6.33769009;55129;3.686059449;39658;2.651630641;2;1;0;1171;985;0;1886;2647;0;1817;3935;0;2129;5641;0;2721;4605;0;1633;1641;0;5028;7286;0;3913;8088;0;1;1;0;265;324;0;758;1476;0;923;2358;0;1197;3724;0;1642;3139;0;1058;1292;0;4378;6487;0;3447;7188;0;0;44557;2672;7895;39649;8;0;0;5;1
2021-02-19T23:59:59+01:00;5;560710;Salzburg;29787;5.312371814;17274;3.080736923;12513;2.231634891;0;0;0;217;316;0;594;1057;0;829;1666;0;1020;2431;0;1344;2246;0;658;674;0;706;1148;0;559;1809;0;0;0;0;142;176;0;448;699;0;581;1117;0;711;1692;0;824;1458;0;479;517;0;573;983;0;471;1642;0;0;13814;672;2785;12510;3;0;0;3;0
2021-02-19T23:59:59+01:00;6;1247077;Steiermark;78250;6.274672695;44481;3.566820653;33769;2.707852041;1;0;0;420;639;0;1402;2952;0;1833;4694;0;2417;6581;0;3130;4999;0;2082;2068;0;2132;3235;0;1332;4564;0;1;0;0;276;395;0;904;1893;0;1294;3323;0;1724;4860;0;2395;3787;0;1685;1727;0;1688;2715;0;1088;4014;0;0;38392;882;5204;33766;2;0;0;3;1
2021-02-19T23:59:59+01:00;7;760105;Tirol;43454;5.716841752;27072;3.561613198;16382;2.155228554;0;2;0;373;450;0;1032;1672;0;1123;2333;0;1503;3395;0;1645;2859;0;1016;908;0;1774;2524;0;1240;3223;0;0;2;0;163;204;0;613;977;0;702;1365;0;963;2129;0;1048;1815;0;643;655;0;869;1391;0;632;2211;0;0;21324;2508;3225;16119;253;0;0;15;10
2021-02-19T23:59:59+01:00;8;399237;Vorarlberg;27985;7.009620852;15928;3.989610181;12057;3.02001067;0;1;0;397;394;0;583;997;0;643;1464;0;856;2271;0;1083;2146;0;568;639;0;551;759;0;786;1790;0;0;0;0;263;263;0;443;764;0;486;1186;0;664;1811;0;909;1774;0;544;610;0;470;674;0;281;915;0;0;12584;1371;1973;12057;0;0;0;0;0
2021-02-19T23:59:59+01:00;9;1920949;Wien;111840;5.822122295;64279;3.346210649;47561;2.475911646;3;5;0;1646;1472;0;4244;5692;0;3535;6428;1;3474;9097;0;3920;7508;0;1614;1888;0;1918;3831;0;1839;6164;0;1;0;0;1050;1053;0;3125;4257;0;2627;4939;1;2599;6895;0;2972;5719;0;1235;1429;0;1393;2847;0;1158;4261;0;0;57598;1828;4835;47550;8;0;0;18;3
2021-02-19T23:59:59+01:00;10;8932664;Österreich;558884;6.25663296;333008;3.727980813;225876;2.528652147;8;13;0;6839;6581;0;13674;21243;1;13992;31133;1;16785;45406;0;20299;36744;0;10953;11035;0;17454;26308;0;15264;39136;0;4;4;0;3468;3470;0;8565;13467;0;9299;20235;1;11192;30256;0;13938;24780;0;7905;8390;0;11731;19016;0;10343;29716;0;235;282041;13257;37657;225557;297;0;0;53;22
